	0
890	PA3353
891	PA5551
892	PA3101
893	PA3180
894	PA2380
895	PA0607
896	PA0212
897	PA3818
898	PA0840
899	PA2575
900	PA0014
901	PA1664
902	PA2323
903	PA3143
904	PA0254
905	PA2243
906	PA3038
907	PA5249
908	PA0053
909	PA3718
910	PA3537
911	PA4308
912	PA4057
913	PA0103
914	PA4294
915	PA0963
916	PA4410
917	PA4737
918	PA0793
919	PA3323
920	PA2369
921	PA0858
922	PA5372
923	PA3651
924	PA0779
925	PA4850
926	PA2897
927	PA3493
928	PA0579
929	PA2759
930	PA4514
931	PA0031
932	PA5128
933	PA4377
934	PA2826
935	PA0167
936	PA1651
937	PA4475
938	PA5520
939	PA0766
940	PA2645
941	PA4589
942	PA2237
943	PA2788
944	PA2516
945	PA0066
946	PA4067
947	PA1531
948	PA0414
949	PA3236
950	PA2419
951	PA5082
952	PA0727
953	PA0733
954	PA2005
955	PA4376
956	PA2266
957	PA3300
958	PA0094
959	PA3237
960	PA2377
961	PA0619
962	PA0442
963	PA0790
964	PA0961
965	PA5346
966	PA0707
967	PA1263
968	PA0015
969	PA2077
970	PA5403
971	PA1554
972	PA5483
973	PA0621
974	PA1994
975	PA0177
976	PA3210
977	PA2997
978	PA0659
979	PA3891
980	PA1650
981	PA2205
982	PA3941
983	PA5451
984	PA1737
985	PA3541
986	PA1033
987	PA1691
988	PA3555
989	PA3720
990	PA4912
991	PA2606
992	PA3887
993	PA2053
994	PA3396
995	PA3073
996	PA4330
997	PA2133
998	PA5025
999	PA3297
