	PA3038
GSM741208.CEL	0.13748
GSM637584.CEL	0.13807
GSM567669.CEL	0.13807
GSM567681.CEL	0.13936
GSM741203.CEL	0.14037
GSM1244967_PAO1-22-replicate-01.CEL	0.14096
GSM1419141_BC.CEL	0.14131
GSM356957.CEL	0.14206
GSM567690.CEL	0.1422
GSM741204.CEL	0.14288
GSM567680.CEL	0.14339
GSM741206.CEL	0.14549
1_2hr_CSV86(Pae_G1a).CEL	0.14609
JS-1B4.9.07.CEL	0.15087
GSM637593.CEL	0.15146
GSM567673.CEL	0.15146
GSM356955.CEL	0.15278
GSM807326.CEL	0.15283
GSM567674.CEL	0.15335
GSM854800.CEL	0.15579
GSM685447.CEL	0.15652
GSM567694.CEL	0.15835
GSM897997_MHH0106_Pae_G1a.CEL	0.15892
GSM822690_wtBSM_B.CEL	0.16002
GSM567693.CEL	0.16111
GSM637597.CEL	0.16111
GSM807323.CEL	0.16127
MBU_PAER_PT52.CEL	0.16224
GSM741205.CEL	0.16235
MSC_08.CEL	0.16319
GSM567671.CEL	0.16349
GSM807322.CEL	0.16361
GSM1553192_Normal_T1.CEL	0.16488
0.1_9hr_CSV86(Pae_G1a).CEL	0.16571
GSM187284.CEL	0.16836
MSC_10.CEL	0.16856
GSM562109_PAK_GI_colonization_2_6-9-04.CEL	0.16907
GSM637596.CEL	0.1699
GSM567683.CEL	0.1699
GSM356953.CEL	0.17116
GSM1553194_Normal_T2.CEL	0.17358
GSM567692.CEL	0.17371
GSM637598.CEL	0.17371
GSM356956.CEL	0.17383
GSM842844_Wright_6_WT-stat-3_Pae_G1a.CEL	0.17431
GSM1244968_PAO1-22-replicate-02.CEL	0.17475
GSM546251.CEL	0.17566
GSM842850_Wright_12_4203-stat-3_Pae_G1a.CEL	0.17651
GSM562111_PAK_GI_colonization_5-12-04.CEL	0.17694
GSM741213.CEL	0.18413
GSM897998_MHH0107_Pae_G1a.CEL	0.18415
GSM807325.CEL	0.1856
GSM356954.CEL	0.18572
GSM356960.CEL	0.18655
GSM842849_Wright_11_4203-stat-2_Pae_G1a.CEL	0.18685
GSM685448.CEL	0.18695
GSM1419140_PAO3.CEL	0.18885
GSM897999_MHH0110_Pae_G1a.CEL	0.18891
GSM898000_MHH0111_Pae_G1a.CEL	0.18908
GSM567679.CEL	0.18932
GSM637586.CEL	0.18932
GSM954576_Nomura_PA01-1_Pae_G1a_.CEL	0.19044
GSM252508.CEL	0.1908
GSM546250.CEL	0.19229
MSC_06.CEL	0.19313
GSM567672.CEL	0.19663
GSM637594.CEL	0.19663
GSM711452.CEL	0.19981
GSM663162_Pae-Mix-1_5-22-07_S2.CEL	0.19991
GSM741214.CEL	0.20058
GSM567682.CEL	0.20555
GSM637595.CEL	0.20555
GSM822689_wtBSM_A.CEL	0.20586
GSM562114_Koh_PAK_H2O_3.CEL	0.20589
GSM1306129_Nomura_PAO1_KG-2_Pae_G1a_.CEL	0.20628
GSM187265.CEL	0.20693
GSM900177_F1_Pae_G1a_.CEL	0.2078
Tob1_aerobic_wdh_Pae_G1a.CEL	0.20796
GSM567687.CEL	0.21013
GSM637578.CEL	0.21013
GSM1146023_pJN105_2.CEL	0.21082
GSM854801.CEL	0.21119
GSM842842_Wright_4_WT-stat-1_Pae_G1a.CEL	0.21199
GSM637590.CEL	0.21219
dPA54375-18-05.CEL	0.21322
GSM541645.CEL	0.21349
GSM842848_Wright_10_4203-stat-1_Pae_G1a.CEL	0.21382
GSM356958.CEL	0.21387
MSC_05.CEL	0.2139
GSM711450.CEL	0.21501
GSM1419153_BC_CAZ.CEL	0.21503
GSM741212.CEL	0.21514
GSM356959.CEL	0.21538
GSM1419155_BC3_CAZ.CEL	0.21673
GSM741210.CEL	0.21852
GSM1419154_BC2_CAZ.CEL	0.22085
MSC_09.CEL	0.22154
GSM741209.CEL	0.22171
GSM1419148_BC2_FOX.CEL	0.222
GSM567684.CEL	0.22257
GSM208616.CEL	0.22316
Pae_noFe_12.CEL	0.22321
GSM741211.CEL	0.22341
GSM562113_Koh_PAK_H2O_2.CEL	0.22367
Pae_Fe03_18.CEL	0.22417
GSM1306130_Nomura_PAO1_KG-3_Pae_G1a_.CEL	0.22481
GSM208607.CEL	0.2274
GSM560755.CEL	0.22772
GSM1419147_BC_FOX.CEL	0.22797
MSC_02.CEL	0.22822
GSM685449.CEL	0.22845
GSM617292.CEL	0.22921
WT12935-4-05.CEL	0.23005
GSM637589.CEL	0.23031
GSM774161_PAO1b.CEL	0.23087
GSM208617.CEL	0.2316
20mM_CF600.CEL	0.23219
Pae_noFe_11.CEL	0.23283
GSM567691.CEL	0.23302
GSM1141729_PA01_none_PC_.CEL	0.23315
GSM356961.CEL	0.23325
GSM854792.CEL	0.23436
GSM424836.CEL	0.23599
0.1_12hr_CSV86(Pae_G1a).CEL	0.23706
Pae_Fe03_17.CEL	0.23794
GSM560757.CEL	0.23844
GSM2070480_OCio-12-PAO1-3-start-Pae_G1a-c1.CEL	0.2386
GSM1420993_PAO1_NO2.CEL	0.23877
GSM871974.CEL	0.23907
MBU_PAER_pak2.CEL	0.23933
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	0.23981
FT3aerobic_Pae_G1a.CEL	0.24046
GSM711451.CEL	0.24047
GSM267250.CEL	0.24214
GSM637576.CEL	0.24242
GSM567677.CEL	0.24242
GSM2070478_OCio-10-PAO1-1-start-Pae_G1a-a1.CEL	0.24486
GSM663164_Pae_5-22-07_S2.CEL	0.24489
Tob3aerobic_Pae_G1a.CEL	0.24545
GSM541644.CEL	0.24549
JS-A164.9.07.CEL	0.24643
GSM1421008_fhpR_NO1.CEL	0.2465
GSM1961573_F0-3.CEL	0.24677
GSM252496.CEL	0.24685
GSM854794.CEL	0.24698
GSM900178_C1_Pae_G1a_.CEL	0.2471
GSM1421004_EXdnr_NO1.CEL	0.24753
GSM1421005_EXdnr_NO2.CEL	0.24806
GSM307126.CEL	0.24848
GSM567685.CEL	0.24854
GSM1553193_Normal_C2.CEL	0.25062
GSM617291.CEL	0.25157
JS-G164.9.07.CEL	0.25161
GSM307125.CEL	0.25163
GSM822696_delta_crcZBSM_B.CEL	0.25217
GSM822695_delta_crcZBSM_A.CEL	0.25217
MSC_04.CEL	0.25249
GSM822694_delta_cbrBBSM_B.CEL	0.25359
WT12935-18-05.CEL	0.25395
GSM897996_MHH0095_Pae_G1a.CEL	0.25437
GSM1420996_anr_NO1.CEL	0.2566
GSM954578_Nomura_PA01-3_Pae_G1a_.CEL	0.25672
PA01_Control_1.CEL	0.25847
PAO1_Control_1.CEL	0.25847
GSM954577_Nomura_PA01-2_Pae_G1a_.CEL	0.25852
GSM1421009_fhpR_NO2.CEL	0.25865
GSM842847_Wright_9_4203-log-3_Pae_G1a.CEL	0.25867
GSM541647.CEL	0.25947
GSM711446.CEL	0.25968
GSM432863.CEL	0.26053
0.1_6hr_CSV86(Pae_G1a).CEL	0.2608
GSM267251.CEL	0.26089
GSM1420992_PAO1_NO1.CEL	0.26141
GSM267255.CEL	0.26195
GSM208605.CEL	0.26269
SJ01_Treated_1.CEL	0.26339
GSM1419142_BC2.CEL	0.26453
20mM_KT2440.CEL	0.26597
GSM711447.CEL	0.26616
GSM432860.CEL	0.26653
GSM1618386_Wound2.CEL	0.26706
GSM1421001_dnr_NO2.CEL	0.26718
GSM897995_MHH0094_Pae_G1a.CEL	0.26781
GSM1420997_anr_NO2.CEL	0.26853
GSM711448.CEL	0.26863
Tob3_anaerobic_Pae_G1a.CEL	0.26949
GSM267248.CEL	0.26954
GSM541646.CEL	0.26961
GSM685450.CEL	0.27019
GSM854799.CEL	0.27032
Tob2_aerobic_wdh_Pae_G1a.CEL	0.2707
GSM774162_PAO1c.CEL	0.27139
GSM774146_B12-7_2.CEL	0.27146
GSM1306126_Nomura_PAO1_NS-2_Pae_G1a_.CEL	0.27161
GSM307124.CEL	0.27203
GSM900180_C2_Pae_G1a_.CEL	0.27213
GSM1421002_EXdnr_control1.CEL	0.27281
GSM1421003_EXdnr_control2.CEL	0.27329
GSM774134_B6-0_2.CEL	0.27337
GSM1419139_PAO2.CEL	0.27385
GSM366976.CEL	0.2742
GSM617295.CEL	0.27455
GSM1420995_anr_control2.CEL	0.27551
GSM717422.CEL	0.27553
GSM1420994_anr_control1.CEL	0.27619
GSM1419146_PAO3_FOX.CEL	0.27746
GSM1553191_Normal_C1.CEL	0.27889
GSM637577.CEL	0.27991
GSM567686.CEL	0.27991
GSM1420991_PAO1_control2.CEL	0.28233
GSM871965.CEL	0.28248
GSM864520.CEL	0.28254
GSM560758.CEL	0.28289
GSM1143377_A3_Pae_G1a_.CEL	0.28322
GSM864519.CEL	0.28367
GSM208612.CEL	0.28445
GSM307116.CEL	0.28448
FT2_aerobic_wdh_Pae_G1a.CEL	0.28493
GSM617297.CEL	0.28501
GSM1419152_PAO3_CAZ.CEL	0.2851
GSM1143375_A1_Pae_G1a_.CEL	0.28604
GSM900179_F2_Pae_G1a_.CEL	0.28614
GSM1143382_WT2_Pae_G1a_.CEL	0.28699
JS-A84.9.07.CEL	0.28819
GSM198188.CEL	0.2887
54375-4-05.CEL	0.28905
GSM2070479_OCio-11-PAO1-2-start-Pae_G1a-b1.CEL	0.28905
GSM208618.CEL	0.28911
anaerobic_NO3_2.CEL	0.28977
GSM567678.CEL	0.28979
GSM637585.CEL	0.28979
GSM187283.CEL	0.28996
GSM1420990_PAO1_control1.CEL	0.29186
GSM546252.CEL	0.29198
GSM711449.CEL	0.29198
anaerobic_NO3_1.CEL	0.29266
GSM900182_C3_Pae_G1a_.CEL	0.29275
GSM1421000_dnr_NO1.CEL	0.29332
GSM432864.CEL	0.29362
GSM546255.CEL	0.29364
GSM208606.CEL	0.29365
GSM252506.CEL	0.29406
GSM871973.CEL	0.29493
GSM842843_Wright_5_WT-stat-2_Pae_G1a.CEL	0.29502
MSC_07.CEL	0.29565
Pae_Fe03_16.CEL	0.29582
FT1aerobic_Pae_G1a.CEL	0.29675
GSM1420999_dnr_control2.CEL	0.29704
GSM92173.CEL	0.29768
JS-T24.9.07.CEL	0.29784
GSM871972.CEL	0.29816
Overhage5001_Pae_G1a.CEL	0.29833
GSM1421007_fhpR_control2.CEL	0.29874
GSM1306127_Nomura_PAO1_NS-3_Pae_G1a_.CEL	0.30027
GSM560759.CEL	0.30053
GSM432865.CEL	0.30053
GSM617289.CEL	0.3006
GSM1958032_AMV_1.CEL	0.30074
GSM208619.CEL	0.30096
GSM2045180_WT1.CEL	0.30106
GSM1419151_PAO2_CAZ.CEL	0.30114
GSM900181_F3_Pae_G1a_.CEL	0.30142
GSM854797.CEL	0.30153
GSM698080.CEL	0.30184
GSM774145_B12-7_1.CEL	0.30242
GSM45588.CEL	0.3034
GSM208614.CEL	0.30423
GSM1143379_B2_Pae_G1a_.CEL	0.30466
GSM2070514_OCio-04-MutS-1-d94-Pae_G1a-a1.CEL	0.30497
MSC_03.CEL	0.30535
GSM1306125_Nomura_PAO1_NS-1_Pae_G1a_.CEL	0.3058
GSM432861.CEL	0.30604
GSM208620.CEL	0.30631
GSM842841_Wright_3_WT-log-3_Pae_G1a.CEL	0.30696
GSM267254.CEL	0.30711
GSM2055822_7629_C+_20130705.CEL	0.30736
GSM591627.CEL	0.30762
GSM822715_delta_crcZLB_B.CEL	0.30818
GSM2055820_7629_A+_20130705.CEL	0.30869
GSM546281.CEL	0.3094
GSM774136_B6-4_1.CEL	0.30965
GSM92168.CEL	0.30999
GSM234929.CEL	0.31027
GSM197238.CEL	0.31027
GSM156172.CEL	0.31031
GSM156154.CEL	0.31057
GSM1419150_PAO_CAZ.CEL	0.31061
GSM2070509_OCio-14-PAO1-2-d94-Pae_G1a-b1.CEL	0.31147
GSM1421006_fhpR_control1.CEL	0.31193
GSM187266.CEL	0.31255
GSM871963.CEL	0.3129
GSM208613.CEL	0.31294
GSM774137_B6-4_2.CEL	0.31342
GSM617288.CEL	0.31374
GSM1419149_BC3_FOX.CEL	0.31419
GSM546262.CEL	0.31446
GSM1420998_dnr_control1.CEL	0.31459
GSM92193.CEL	0.31467
GSM980540_MHH1373.CEL	0.3158
GSM252507.CEL	0.31625
GSM617296.CEL	0.31742
GSM1143376_A2_Pae_G1a_.CEL	0.31778
GSM1143383_WT3_Pae_G1a_.CEL	0.31916
GSM980539_MHH1372.CEL	0.3196
GSM208611.CEL	0.32071
GSM1419143_BC3.CEL	0.32282
Tob2_anaerobic_Pae_G1a.CEL	0.32295
0.1_2hr_CSV86(Pae_G1a).CEL	0.32339
GSM208609.CEL	0.32392
GSM208608.CEL	0.32634
GSM560754.CEL	0.32675
GSM856032_PA01+V12.CEL	0.32684
Overhage11001_Pae_G1a.CEL	0.32721
GSM198187.CEL	0.32859
Overhage13004_(Pae_G1a).CEL	0.32879
GSM1958026_L-lysine_1.CEL	0.32887
fos1aerobic_Pae_G1a.CEL	0.32894
control2aerobic_Pae_G1a.CEL	0.32903
SJ16_Treated_1.CEL	0.32905
GSM1143381_WT1_Pae_G1a_.CEL	0.32951
fos2aerobic_Pae_G1a.CEL	0.32974
GSM252505.CEL	0.32984
GSM637580.CEL	0.32998
Glu_6Hour_(Pae_G1a).CEL	0.33003
GSM865129_schurr_5511_Pae_G1a_.CEL	0.33029
GSM45589.CEL	0.33042
GSM864521.CEL	0.33043
GSM462064.CEL	0.33082
GSM637575.CEL	0.33134
GSM567676.CEL	0.33134
GSM541641.CEL	0.3318
GSM541640.CEL	0.33274
control3aerobic_Pae_G1a.CEL	0.33281
GSM335183.CEL	0.33303
GSM842845_Wright_7_4203-log-1_Pae_G1a.CEL	0.33335
GSM774147_B12-7_3.CEL	0.33364
GSM865130_schurr_5511_1_Pae_G1a_.CEL	0.33577
DC3.CEL	0.33627
GSM871964.CEL	0.3367
GSM1419138_PAO.CEL	0.33672
GSM546253.CEL	0.3373
GSM774104_CF114-1973b.CEL	0.33763
GSM1310895_PA14_wild-type.CEL	0.33796
GSM252501.CEL	0.33806
GSM198186.CEL	0.33807
GSM871967.CEL	0.33843
GSM432871.CEL	0.33879
MSC_01.CEL	0.33887
Tob1_anaerobic_Pae_G1a.CEL	0.3391
GSM2070482_OCio-02-MutS-2-start-Pae_G1a-b1.CEL	0.33924
GSM774124_CF333-2003a.CEL	0.33928
GSM92192.CEL	0.33967
GSM208621.CEL	0.33975
GSM546249.CEL	0.34035
GSM208615.CEL	0.3405
MBU_JGOLD_PAO12.CEL	0.34055
MBU_JGOLD_PAO11.CEL	0.34198
GSM92169.CEL	0.3427
GSM1419144_PAO_FOX.CEL	0.34322
MBU_JGOLD_pakA2.CEL	0.34401
GSM267249.CEL	0.34472
GSM842846_Wright_8_4203-log-2_Pae_G1a.CEL	0.34512
GSM424833.CEL	0.34573
GSM1143378_B1_Pae_G1a_.CEL	0.34609
GSM822713_delta_cbrBLB_B.CEL	0.34643
GSM92190.CEL	0.34662
GSM1958030_Cadaverine_1.CEL	0.34741
GSM208610.CEL	0.34765
GSM267252.CEL	0.34799
PA14_3-23-07_s2.CEL	0.34853
GSM393044.CEL	0.34905
2mM_KT2440.CEL	0.34963
GSM871976.CEL	0.35003
GSM2045178_MT1.CEL	0.3505
GSM1419145_PAO2_FOX.CEL	0.35136
GSM424831.CEL	0.35153
GSM1067457_PAO1_PAA_1.CEL	0.3516
GSM774160_PAO1a.CEL	0.35232
GSM546280.CEL	0.35275
aerobic_NO3_2.CEL	0.35304
GSM711453.CEL	0.35331
JS-G84.18.07.CEL	0.35332
TUBS0094.CEL	0.35348
GSM2070496_OCio-01-Pao1-B-D94-1-Pae_G1a-a1.CEL	0.35382
GSM871966.CEL	0.354
GSM366977.CEL	0.35435
GSM591625.CEL	0.35527
GSM2055821_7629_B+_20130705.CEL	0.35552
GSM546247.CEL	0.35627
GSM2070508_OCio-13-PAO1-1-d94-Pae_G1a-a1.CEL	0.35679
GSM854795.CEL	0.35683
GSM591496.CEL	0.35701
GSM774150_B38-1_3.CEL	0.35719
Overhage13003_(Pae_G1a).CEL	0.35785
GSM1244972_PAO1-37-replicate-03.CEL	0.35798
GSM994498_PAO1-replicate-03.CEL	0.35798
MBU_JGOLD_pakA1.CEL	0.35816
GSM1961577_F1-3.CEL	0.35836
ETJan12B_1378_2012-PAO3wt-aero.CEL	0.35859
GSM432870.CEL	0.35893
GSM2070490_OCio-04-MutS_A_d94_1-Pae_G1a-a1.CEL	0.35912
GSM994497_PAO1-replicate-02.CEL	0.35966
GSM1244971_PAO1-37-replicate-02.CEL	0.35966
GSM560756.CEL	0.36028
GSM92191.CEL	0.36204
GSM2070511_OCio-16-PAO1-1-d94-cipro-Pae_G1a-a1.CEL	0.36239
GSM1177843_PAO1-2.CEL	0.36251
GSM187267.CEL	0.363
GSM2070516_OCio-06-MutS-3-d94-Pae_G1a-c1.CEL	0.36319
GSM617290.CEL	0.3632
GSM774140_B12-0_2.CEL	0.36364
GSM2070513_OCio-18-PAO1-3-d94-cipro-Pae_G1a-c1.CEL	0.36373
GSM1146024_phaF_1.CEL	0.36391
GSM2045181_WT2.CEL	0.36417
GSM822693_delta_cbrBBSM_A.CEL	0.36441
GSM1177845_PAO1-AMV-1.CEL	0.36454
GSM854793.CEL	0.36469
GSM663163_04_Pae_5-10-07_S2.CEL	0.36471
GSM2070518_OCio-08-MutS-2-d94-cipro-Pae_G1a-b1.CEL	0.36481
control1aerobic_Pae_G1a.CEL	0.36536
GSM393045.CEL	0.36538
GSM92179.CEL	0.36718
GSM629179.CEL	0.36761
GSM546269.CEL	0.36815
TUBS0095.CEL	0.36921
GSM698081.CEL	0.36943
GSM2070491_OCio-05-MutS_A_d94_2-Pae_G1a-a1.CEL	0.36944
GSM854798.CEL	0.3695
GSM637579.CEL	0.37005
GSM774149_B38-1_2.CEL	0.37018
GSM1177842_PAO1-1.CEL	0.37088
GSM1961575_F1-1.CEL	0.37154
GSM424834.CEL	0.37158
GSM432862.CEL	0.37168
GSM774138_B6-4_3.CEL	0.37168
GSM717424.CEL	0.37175
GSM871978.CEL	0.3718
GSM45591.CEL	0.37183
GSM1143380_B3_Pae_G1a_.CEL	0.37194
FT2_anaerobic_Pae_G1a.CEL	0.37207
GSM842840_Wright_2_WT-log-2_Pae_G1a.CEL	0.37226
GSM774133_B6-0_1.CEL	0.373
GSM546248.CEL	0.37331
GSM424835.CEL	0.37347
GSM1177844_PAO1-3.CEL	0.37365
GSM774139_B12-0_1.CEL	0.37379
GSM244065.CEL	0.37402
GSM864518.CEL	0.3744
GSM1961578_F1-4.CEL	0.37476
GSM823344.CEL	0.37556
GSM711455.CEL	0.37569
GSM424829.CEL	0.37618
GSM898001_MHH0122_Pae_G1a.CEL	0.37649
GSM541648.CEL	0.37649
GSM424830.CEL	0.37701
GSM980541_MHH1376.CEL	0.37702
GSM2070492_OCio-06-MutS_A_d94_3-Pae_G1a-a1.CEL	0.3771
Overhage11002_Pae_G1a.CEL	0.37712
GSM208604.CEL	0.37721
GSM1267095_HZI1959_Pae_G1a.CEL	0.37757
GSM156175.CEL	0.37781
GSM774148_B38-1_1.CEL	0.378
GSM1177847_PAO1-AMV-3.CEL	0.37823
GSM546254.CEL	0.37854
GSM842839_Wright_1_WT-log-1_Pae_G1a.CEL	0.37948
GSM244066.CEL	0.38086
GSM429479.CEL	0.38095
GSM432869.CEL	0.38187
Overhage13001_(Pae_G1a).CEL	0.38207
GSM546245.CEL	0.38281
GSM994496_PAO1-replicate-01.CEL	0.38395
GSM1244970_PAO1-37-replicate-01.CEL	0.38395
GSM424832.CEL	0.38399
GSM637582.CEL	0.3842
GSM243221.CEL	0.38491
GSM546268.CEL	0.38501
GSM244069.CEL	0.38513
GSM175248.CEL	0.38519
GSM2070493_OCio-13-MutS_A_d94_cipro_1-Pae_G1a-a1.CEL	0.38548
GSM774144_B12-4_3.CEL	0.38596
GSM1961576_F1-2.CEL	0.38614
GSM546260.CEL	0.38669
GSM429478.CEL	0.38747
GSM1177846_PAO1-AMV-2.CEL	0.38755
GSM740020.CEL	0.3876
GSM541643.CEL	0.38883
GSM641848.CEL	0.38986
GSM546259.CEL	0.39027
GSM1517347_MK-1.CEL	0.39027
GSM335182.CEL	0.39067
ETJan12B_1377_2012-PAO2wt-aero.CEL	0.39117
GSM617301.CEL	0.39183
GSM546270.CEL	0.39202
GSM2070487_OCio-10-PAO1_Ad94_cipro_1-Pae_G1a-a1.CEL	0.39328
GSM546273.CEL	0.39482
GSM546257.CEL	0.39537
GSM208602.CEL	0.39569
GSM822712_delta_cbrBLB_A.CEL	0.39663
GSM591624.CEL	0.39742
120330-10978D_24_(Pae_G1a).CEL	0.39845
FT1_anaerobic_Pae_G1a.CEL	0.39989
GSM871968.CEL	0.40004
GSM774143_B12-4_2.CEL	0.4007
GSM546261.CEL	0.40082
GSM774141_B12-0_3.CEL	0.40139
GSM1237735_M9_H103_3_51059600653061050411410396750551.CEL	0.40168
GSM551152.CEL	0.40215
GSM838209_OXYR-PM-1_Pae_G1a.CEL	0.40233
GSM1067456_PAO1_CK_1.CEL	0.40246
GSM774154_B38-2NM_1.CEL	0.40253
GSM244070.CEL	0.40257
GSM1553189_Persisters_C2.CEL	0.40262
fos3_anaerobic_Pae_G1a.CEL	0.40352
GSM1608070_Biofilm+12hrtobra_rep1.CEL	0.40407
fos2_anaerobic_Pae_G1a.CEL	0.40431
TUBS0096.CEL	0.40449
GSM1206653_dgcA-CHO-1.CEL	0.40451
control1_anaerobic_Pae_G1a.CEL	0.40494
GSM546246.CEL	0.4052
fos1_anaerobic_Pae_G1a.CEL	0.4058
GSM546264.CEL	0.40596
GSM2070488_OCio-11-PAO1_Ad94_cipro_2-Pae_G1a-a1.CEL	0.40602
Overhage13002_(Pae_G1a).CEL	0.40646
GSM334312.CEL	0.4067
GSM2070489_OCio-12-PAO1_Ad94_cipro_3-Pae_G1a-a1.CEL	0.40674
GSM1206654_dgcA-CHO-2.CEL	0.40681
120330-10978D_23_(Pae_G1a).CEL	0.40713
GSM2045179_MT2.CEL	0.4075
GSM774135_B6-0_3.CEL	0.40857
GSM774155_B38-2NM_2.CEL	0.40884
GSM774100_CF105-1973a.CEL	0.40889
FT3_anaerobic_Pae_G1a.CEL	0.4091
GSM546267.CEL	0.40941
TUBS0092.CEL	0.40985
PA14-Aro_10-5-07_s2.CEL	0.40999
GSM267256.CEL	0.41055
GSM838217_PAO1-PM-4_Pae_G1a.CEL	0.41067
GSM774142_B12-4_1.CEL	0.41069
GSM821093_HZI0149_Pae_G1a.CEL	0.4112
GSM244068.CEL	0.41145
GSM629177.CEL	0.41153
GSM871977.CEL	0.41177
GSM187281.CEL	0.41178
GSM2070483_OCio-03-MutS-3-start-Pae_G1a-c1.CEL	0.41233
control2_anaerobic_Pae_G1a.CEL	0.41282
GSM307122.CEL	0.41303
GSM432868.CEL	0.41332
GSM1141730_PA01_ZnO_PZO_.CEL	0.41343
GSM865131_schurr_5511_3_Pae_G1a_.CEL	0.41472
GSM1237734_M9_H103_2_51059600653056031211409890238138.CEL	0.41487
GSM541642.CEL	0.41533
GSM1237736_M9_H103_4_51059600653061050411410396750502.CEL	0.41536
GSM629176.CEL	0.41538
GSM267259.CEL	0.41625
GSM980542_MHH1377.CEL	0.41711
GSM267257.CEL	0.4172
GSM349048.CEL	0.41754
GSM823347.CEL	0.41767
GSM1608067_Biofilm+12hrcipro_rep1.CEL	0.41822
GSM1267094_HZI1958_Pae_G1a.CEL	0.41838
GSM838216_PAO1-PM-3_Pae_G1a.CEL	0.41871
GSM1953893_BiofilmInoculum1.CEL	0.41909
GSM871969.CEL	0.41953
GSM2070481_OCio-01-MutS-1-start-Pae_G1a-a1.CEL	0.41958
GSM432867.CEL	0.41983
DB1.CEL	0.42029
GSM794231_A32.CEL	0.42078
GSM794230_A31.CEL	0.4212
MBU_PAER_pak1.CEL	0.42174
GSM2070494_OCio-14-MutS_A_d94_cipro_2-Pae_G1a-a1.CEL	0.4231
GSM546244.CEL	0.42331
GSM2070485_OCio-02-PAO1_Ad94_2-Pae_G1a-a1.CEL	0.42412
GSM838210_OXYR-PM-3_Pae_G1a.CEL	0.42416
GSM290752.CEL	0.42435
GSM823342.CEL	0.42439
GSM838215_PAO1-PM-1_Pae_G1a.CEL	0.42486
Van_Delden_Kohler_0311_BAL6+_1.CEL	0.42491
GSM462062.CEL	0.42494
GSM871971.CEL	0.42538
GPphhRminus_11-30-09_12-3-09_s1.CEL	0.42575
GSM774125_CF333-2003b.CEL	0.42591
KP_PA14_5-28_5-30-08_s2.CEL	0.42597
GSM617298.CEL	0.42625
GSM2070495_OCio-15-MutS_A_d94_cipro_3-Pae_G1a-a1.CEL	0.42648
control3_anaerobic_Pae_G1a.CEL	0.4268
GSM740019.CEL	0.42714
GSM546265.CEL	0.42762
GSM307121.CEL	0.42768
GSM2026897_D-Arg_02.CEL	0.42852
GSM617300.CEL	0.42914
GSM546275.CEL	0.42929
GSM597219.CEL	0.42942
HH-PA14_7-6-09_7-8-09_s1.CEL	0.43012
GSM546279.CEL	0.43012
GSM290749.CEL	0.43169
GSM432866.CEL	0.43203
