	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM546250.CEL	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.0097651	0.44033	0.67658	0.085957	0.94698	0.45424	0.75378	0.96384	0.71822	0.31704	0.1363	0.20373	0.38227	0.38961	0.13334	0.98134	0.12828	0.398	0.22892	0.051953	0.24641	0.56667	0.13969	0.45056	0.57053	0.42231	0.19727	0.16259	0.87408	0.26875	0.24965	0.34801	0.73968	0.12287	0.79072	0.82123	0.4705	0.5935	0.18797	0.1768	0.29494	0.23868	0.72417	0.61996	0.313	0.13735	0.57607	0.32938	0.33238	0.11887	0.61318	0.14294	0.17681	0.52203	0.59236	0.36569	0.26303	0.41321	0.35066	0.74783	0.11578	0.7943	1	0.25902	0.67091	0.3456	0.67874	0.74583	0.21076	0.53117	0.26743	0.48071	0.12769	0.078242	0.46862	0.75863	0.63847	0.16322	0.31451	0.13074	0.46546	0.67612	0.67394	0.53031	0.74306	0.54436	0.66518	0.090766	0.46689	0.41853	0.13175	0.47387	0.70169	0.24464	0.11586	0.77014	0.14445	0.31577	0.7066	0.084812	0.82617
L_13.CEL	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.010458	0.4942	0.8216	0.35244	0.11771	0.46441	0.35019	0.10322	0.38464	0.30326	0.30084	0.76168	0.6627	0.29602	0.37022	0.16766	0.28751	0.30125	0.60188	0.1526	0.25757	0.41383	0.27626	0.3037	0.17869	0.2121	0.77026	0.37775	0.26999	0.31438	0.61131	0.65116	0.029337	0.5386	0.67521	0.40103	0.35719	0.56504	0.024374	0.49563	0.29624	0.54055	0.77343	0.32975	0.27853	0.88437	0.24731	0.41665	0.39396	0.13164	0.61377	0.121	0.35732	0.37561	0.48474	0.23228	0.64549	0.30035	0.77441	0.90414	0.48684	0.47544	0.37789	0.28602	0.067732	0.35483	0.38802	0.29873	0.17522	0.33343	0.27433	0.36912	0.16061	0.22523	0.43973	0.42909	0.72579	0.22534	0.35469	0.37648	0.13682	0.23611	0.44889	0.21007	0.15047	0.48831	0.22936	0.29893	0.46166	0.34867	0.37207	0.6528	0.44448	0.24593	0.46319	0.099143	0.19252	0.28203	0.23797	0.46293	0.27115
GSM1420992_PAO1_NO1.CEL	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.011147	0.52478	0.85312	0.22658	0.29112	0.35539	0.80842	0.37059	0.71668	0.16502	0.39437	0.24767	0.44492	0.14449	0.42567	0.27027	0.29611	0.27018	0.13877	0.10084	0.26044	0.5959	0.27223	0.23391	0.34389	0.19475	0.46457	0.15855	0.83961	0.18097	0.090926	0.17727	0.79245	0.20221	0.66583	0.85491	0.51098	0.73548	0.30986	0.2321	0.29308	0.13704	0.53891	0.68267	0.41345	0.15004	0.61163	0.25954	0.36193	0.1366	0.70891	0.1019	0.3559	0.65936	0.54885	0.46463	0.24674	0.29754	0.29548	0.75873	0.14237	0.74517	0.33579	0.086251	0.8572	0.35445	0.71974	0.86145	0.26153	0.56408	0.10084	0.54964	0.097606	0.10935	0.77471	0.7153	0.30564	0.15994	0.40176	0.25235	0.49748	0.65946	0.56802	0.56588	0.70105	0.41617	0.57986	0.15536	0.7939	0.57046	0.19949	0.28744	0.56321	0.13654	0.31894	0.72692	0.1329	0.11877	0.73505	0.17305	0.78591
GSM234929.CEL	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.011628	0.54253	0.61666	0.42958	0.26897	0.36321	0.59515	0.38103	0.56617	0.34148	0.27055	0.61075	0.53269	0.31412	0.50106	0.24327	0.29093	0.42643	0	0.29451	0.53557	0.44093	0.43997	0.64701	0.51343	0.51672	0.36858	0.29632	0.37536	0.545	0.44371	0.52214	0.45136	0.284	0.48322	0.34211	0.53266	0.67333	0.30834	0.34088	0.36104	0.37951	0.44916	0.36442	0.59662	0.28251	0.4006	0.59265	0.44128	0.26331	0.61182	0.42962	0.4999	0.54825	0.48201	0.5099	0.48016	0.63944	0.21536	0.55596	0.30026	0.72793	0.37338	0.37923	0.4692	0.33637	0.45135	0.36832	0	0.4383	0.51386	0.61194	0.23562	0.35246	0.65367	0.42448	0.5837	0.33067	0.35305	0.53147	0.35195	0.54102	0.71714	0.42627	0.52945	0.33853	0.66987	0	0.39277	0.36942	0.31566	0.49676	0.64484	0.43715	0.6484	0.51745	0.3019	0.29918	0.56398	0.40215	0.41691
GSM567674.CEL	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.011933	0.029463	0.31283	0.090091	0.22339	0.56194	0.4759	0.79147	0.33931	0.25328	0.48781	0.11047	0.49095	0.072039	0.33584	0.14316	0.11855	0.59771	0.67645	0.38886	0.34842	0.87512	0.3372	0.12021	0.45596	0.29443	0.3542	0.41115	0.12421	0.21961	0.49135	0.4194	0.60285	0.1194	0.38586	0.18453	0.73211	0.34693	0.46528	0.71887	0.44597	0.38803	0.2927	0.78335	0.4632	0.52761	0.27127	0.37864	0.4209	0.12992	0.25749	0.59005	0.16049	0.32109	0.60905	0.19477	0.23852	0.31293	0.7157	0.58115	0.73119	0.17828	0.24138	0.3555	0.29057	0.73047	0.041855	0.37349	0.39252	0.65097	0.42316	0.80679	0.29632	0.29882	0.34692	0.1074	0.25651	0.59397	0.38097	0.32303	0.28428	0.56382	0.6477	0.60455	0.21154	0.38277	0.25621	0.35918	0.62965	0.31866	0.42024	0.21784	0.4643	0.24056	0.30485	0.40628	0.1721	0.14709	0.37482	0.22852	0.42453
GSM546253.CEL	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.011998	0.25471	0.74747	0.093178	0.85849	0.50172	0.78603	0.92423	0.73474	0.25243	0.24713	0.27115	0.37656	0.24996	0.1195	0.86239	0.18843	0.37335	0.25446	0.073	0.28185	0.58554	0.098046	0.35437	0.60998	0.31944	0.21251	0.1527	0.88749	0.27071	0.35307	0.34691	0.74786	0.1744	0.71897	0.76825	0.53618	0.63741	0.16784	0.2259	0.25198	0.23073	0.71722	0.64367	0.12882	0.066532	0.62807	0.31323	0.18208	0.12472	0.59048	0.14675	0.27001	0.58417	0.60706	0.44601	0.26945	0.31835	0.28609	0.83199	0.067682	0.80621	0.89605	0.10641	0.69673	0.34163	0.69603	0.79613	0.21874	0.5202	0.32382	0.61098	0.10165	0.016558	0.51542	0.72702	0.61622	0.1167	0.28195	0.26	0.45465	0.6686	0.67804	0.58529	0.777	0.43422	0.56467	0.12853	0.53582	0.43208	0.17668	0.46206	0.58472	0.21448	0.16253	0.72194	0.15145	0.27449	0.66271	0.11834	0.85185
GSM774158_B38-6M_2.CEL	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.012575	0.26356	0.7466	0.18887	0.20064	0.45631	0.83833	0.63115	0.68586	0.26638	0.21686	0.26474	0.35918	0.39121	0.19655	0.15243	0.14166	0.42391	0.29123	0.16453	0.3334	0.60251	0.28287	0.25862	0.38195	0.15011	0.68755	0.2014	0.82411	0.28446	0.41126	0.26671	0.75993	0.32213	0.68533	0.67142	0.48514	0.62331	0.328	0.26682	0.33798	0.24214	0.20215	0.70788	0.24057	0.21403	0.49194	0.36871	0.32516	0.16351	0.6594	0.19425	0.27057	0.49796	0.68661	0.31956	0.24597	0.41364	0.22216	0.65074	0.12318	0.94908	0.23683	0.093596	0.81048	0.39755	0.52513	0.65797	0.29763	0.58426	0.2773	0.48424	0.14324	0.055601	0.51895	0.93492	0.85379	0.23975	0.30149	0.31775	0.48665	0.66026	0.40664	0.5122	0.58074	0.40814	0.69376	0.19706	0.29518	0.50651	0.20619	0.43519	0.61233	0.28819	0.21986	0.81215	0.15895	0.49205	0.7606	0.19963	0.83767
GSM208611.CEL	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.012823	0.35285	0.80841	0.20153	0.1434	0.44838	0.65024	0.86134	0.94828	0.26001	0.18202	0.23822	0.2345	0.29133	0.1374	0.34423	0.091414	0.19038	0.20086	0.095227	0.033218	0.34743	0.2276	0.20673	0.27491	0.13916	0.23969	0.14915	0.52166	0.26208	0.20854	0.26709	0.61896	0.22502	0.27432	0.50419	0.46221	0.9334	0.24086	0.41416	0.29413	0.41953	0.33241	0.25417	0.35113	0.22127	0.87112	0.29215	0.32899	0.8402	0.76742	0.12926	0.23937	0.95452	0.72533	0.45813	0.23855	0.38671	0.25153	0.81749	0.10396	0.61152	0.21454	0.11158	0.71417	0.12574	0.43314	0.59203	0.26053	0.62402	0.11487	0.61798	0.16055	0.15789	0.59836	0.81236	0.79667	0.21119	0.51745	0.21173	0.49534	0.78859	0.74053	0.76238	0.64581	0.46883	0.60847	0.86637	0.38635	0.35635	0.16993	0.45596	0.75616	0.2183	0.16918	0.94356	0.13544	0.22523	0.70276	0.11087	0.62406
GSM2070484_OCio-01-PAO1_Ad94_1-Pae_G1a-a1.CEL	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.012972	0.57077	0.82016	0.27313	0.31923	0.43956	0.55723	0.24319	0.9656	0.2208	0.19178	0.29535	0.47798	0.32257	0.72582	0.20123	0.27756	0.28309	0.20459	0.1414	0.41914	0.39795	0.25215	0.22187	0.14886	0.21315	0.30209	0.13981	0.30876	0.22107	0.14261	0.12595	0.50858	0.30261	0.21711	0.67726	0.46835	0.91353	0.19882	0.59122	0.25429	0.20084	0.39148	0.61531	0.49482	0.22743	0.57182	0.34252	0.45776	0.14147	0.79354	0.14497	0.34469	0.64137	0.59977	0.42687	0.24288	0.88381	0.034598	0.7846	0.17284	0.57199	0.16201	0.14675	0.55039	0.14799	0.42179	0.44665	0.2199	0.53021	0.13673	0.71049	0.1464	0.36945	0.57274	0.77301	0.60171	0.20675	0.77184	0.32747	0.30162	0.7416	0.72355	0.75969	0.63309	0.43573	0.83679	0.14186	0.85155	0.35821	0.40728	0.49551	1	0.50458	0.34955	0.83576	0.20136	0.40864	0.59925	0.19819	0.60861
GSM2070507_OCio-12-MutS-B-Cip-D94-3-Pae_G1a-a1.CEL	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.013848	0.5846	0.85263	0.58488	0.50629	0.41239	0.71336	0.59928	0.92528	0.20654	0.13759	0.25569	0.49994	0.28576	0.57962	0.53461	0.3303	0.22208	0.17534	0.13628	0.56977	0.32724	0.30642	0.39211	0.24738	0.38796	0.56068	0.1408	0.50784	0.34302	0.21683	0.21898	0.62014	0.21873	0.29606	0.63269	0.60087	0.88775	0.24288	0.66974	0.3174	0.32348	0.25973	0.44581	0.68932	0.24756	0.54291	0.35448	0.73928	0.14894	0.73092	0.12127	0.49659	0.50525	0.59126	0.20844	0.18899	0.46311	0.078882	0.84789	0.51183	0.49109	0.41476	0.1246	0.61076	0.076756	0.3397	0.59866	0.19074	0.68578	0.10361	0.68288	0.16334	0.16959	0.8529	0.76863	0.62795	0.25011	0.96411	0.21682	0.43303	0.65206	0.549	0.75585	0.92189	0.46142	0.6958	0.1503	0.14286	0.37285	0.20094	0.50432	0.74653	0.22302	0.3157	0.98707	0.17246	0.40313	0.57233	0.21046	0.58035
20mM_KT2440.CEL	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.013856	0.43611	0.43518	0.43236	0.050402	0.57598	0.44463	0.27279	0.33142	0.19266	0.53067	0.21127	0.74189	0.32648	0.54559	0.39614	0.55923	0.45081	0.75942	0.19237	0.42344	0.10669	0.37435	0.23799	0.50361	0.2837	0.19387	0.26595	0.40002	0.23731	0.4616	0.31312	0.21848	0.14017	0.45339	0.037183	0.64472	0	0.18379	0.50478	0.17716	0.29529	0.44377	0.40739	0.274	0.051682	0.28674	0.38252	0.51748	0.11704	0.35224	0.36025	0.72326	0.38068	0.64571	0.49336	0.13696	0.28612	0.6752	0.14439	0.65488	0.61611	0.30528	0.36874	0.12887	0.63096	0.33243	0.44198	0.49179	0.026163	0.65178	0.50561	0.58738	0.4607	0.28346	0.28336	0.75981	0.70763	0.20246	0.46484	0	0.21737	0.25168	0.51695	0.30459	0.62354	0.42918	0.35152	0.32498	0.36462	0.84781	0.3487	0.26109	0.49843	0.86983	0.1678	0.16683	0.30931	0.18148	0.48294	0.5327
GSM1310896_PA14_lasR_rhlR.CEL	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.014323	0.43767	0.745	0.51288	0.45314	0.41815	0.86963	0.27393	0.8396	0.32364	0.20163	0.40706	0.26787	0.37838	0.058527	0.53155	0.023761	0.29525	0.34165	0.12037	0.45213	0.52537	0.39451	0.31319	0.31351	0.27819	0.5123	0.20439	0.69241	0.27167	0.21825	0.35963	0.76434	0.2353	0.49072	0.8267	0.53155	0.61345	0.21326	0.3398	0.34481	0.35748	0.13219	0.42158	0.68606	0.13468	0.61131	0.40307	0.34962	0.19597	0.64489	0.21511	0.1638	0.64031	0.56473	0.53089	0.33913	0.32466	0.23901	0.68092	0.1498	0.85551	0.53784	0.12671	0.60104	0.29514	0.5069	0.75948	0.18279	0.62273	0.18134	0.56568	0.087112	0.0088648	0.93199	0.60204	0.70329	0.24118	0.63641	0.24423	0.53637	0.77229	0.45097	0.42608	0.80418	0.58534	0.69578	0.17148	0.45423	0.5189	0.25565	0.59038	0.81356	0.40403	0.12997	0.81703	0.29555	0.31377	0.60441	0.098252	0.67152
