	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM1608069_Biofilm+12hrcipro_rep3.CEL	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.95462	0.48783	1	0.65265	0.66862	0.7857	0.58271	0.44523	0.73149	0.39256	0.36161	0.89043	0.86579	0.62459	0.33919	0.32794	0.3617	0.55581	0.7213	0.29711	0.53419	0.48654	0.56026	0.61357	0.58217	0.37138	0.52017	0.33953	0.4532	0.48054	0.30438	0.61266	0.64204	0.50035	0.57051	0.52896	0.61943	0.72261	0.32159	0.37036	0.4704	0.75286	0.96686	0.58396	1	0.51109	0.4959	0.72503	0.42128	0.42948	0.712	0.31348	0.82974	1	0.58534	0.64153	0.64821	0.51591	0.41829	0.88569	0.30765	1	0.6764	0.37925	0.72543	0.31093	0.93514	0.59398	0.3285	0.5863	0.389	0.59057	0.27261	0.76353	0.784	0.70995	1	0.4838	0.28361	0.58034	0.33967	0.72901	0.98628	0.46612	0.90128	0.55108	0.65732	0.27369	0.33207	0.89754	0.35092	0.89686	0.97452	0.50591	0.73389	0.74183	0.43391	0.53498	0.56205	0.36696	0.56302
GSM1958027_L-lysine_2.CEL	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	0.95521	1	1	0.49482	0.50891	0.21077	1	0.27366	1	0.51039	0.30959	0.42551	0.64141	0.28058	0.94867	0.38106	0.42041	0.53409	0.46683	0.29697	0.51577	0.65161	0.51619	0.28457	0.45928	0.41333	0.84014	0.24703	0.95868	0.45893	0.41626	0.49735	1	0.40501	0.65268	1	0.89466	1	0.52849	0.42509	0.33273	0.41486	0.62562	0.89931	0.86609	0.29152	1	0.64687	0.5165	0.22877	1	0.27431	0.72324	1	0.92454	0.6256	0.55473	0.67612	0.3736	1	0.20474	1	0.5436	0.18822	1	0.49716	0.99041	1	0.41282	0.87923	0.39541	0.77954	0.31948	0.15941	0.70371	0.88986	0.67028	0.49774	0.67486	0.43723	0.68103	1	0.9619	0.83681	1	0.62451	1	0.36344	1	0.59039	0.3877	0.40332	0.83498	0.51643	0.41886	1	0.22087	0.39297	0.96138	0.33849	1
GSM838207_OXYR-LB-2_Pae_G1a.CEL	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.95565	0.9311	0.99779	0.68876	0.17147	0.84913	0.91213	1	0.86307	0.62635	0.26165	0.51519	0.91024	1	0.88828	0.17479	0.4949	0.51146	0.32624	0.26621	0.26752	0.97675	0.53224	0.42462	0.34229	0.34222	0.45276	0.24322	0.848	0.60208	0.86276	0.49385	0.73824	0.28454	0.53927	0.89434	0.43376	0.72101	0.45798	0.2628	0.43623	0.5193	0.7021	0.51753	1	0.25892	0.60068	0.90743	0.40422	0.13623	0.76561	0.69158	0.45203	0.75786	0.48447	0.58565	0.21797	1	0.51963	0.79249	0.38176	0.92198	0.26863	0.82118	0.96682	0.58001	0.76905	0.75427	0.43757	0.9762	0.12934	0.59289	0.2847	0.97999	0.59356	0.65721	0.91769	0.37044	0.57333	0.35822	0.93998	0.54586	0.84821	0.84681	1	0.98568	0.8712	0.30413	0.83085	0.69467	0.28646	1	0.57398	0.63747	0.37809	0.80483	0.20783	0.52649	0.74803	0.42253	0.68225
GSM774140_B12-0_2.CEL	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.95645	0.56753	1	0.31319	0.64268	0.65271	1	1	1	0.3958	0.47001	0.48245	0.58499	0.26128	0.26525	0.65443	0.10008	0.4964	0.39775	0.2001	0.33626	0.9382	0.4013	0.34741	0.45424	0.34669	0.71731	0.33987	1	0.32939	0.31479	0.45527	1	0.41869	0.96	1	1	0.9931	0.42001	0.3523	0.4563	0.30425	1	1	0.20543	0.26282	0.85816	0.4877	0.31393	0.2446	1	0.2106	0.41875	0.99185	0.98615	0.5921	0.48967	0.4962	0.25908	1	0.22853	1	0.76491	0.16304	1	0.54042	1	1	0.3656	0.75681	0.46563	0.86814	0.2165	0.17452	1	1	0.62843	0.31626	0.41837	0.54962	0.67428	1	1	0.82997	0.69264	0.62541	0.90386	0.27191	0.95038	0.68443	0.32383	0.4928	1	0.3837	0.43584	1	0.27088	0.40933	1	0.26337	1
GSM261923.CEL	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.95825	0.90754	1	0.65305	0.68905	0.37512	0.81529	0.21048	0.88766	0.41415	0.20766	0.60006	0.65282	0.26628	0.1194	0.21561	0.19862	0.39222	0.38813	0.23731	0.31545	0.79473	0.80422	0.38109	0.42963	0.35373	0.46935	0.40257	1	0.71654	0.39085	0.4253	1	0.59383	0.5197	0.86702	0.60335	0.81571	0.47512	0.24408	0.62536	0.76949	0.5084	0.54591	1	0.36811	0.87874	0.7435	0.83825	0.34892	0.85057	0.26725	0.1409	0.95019	0.34959	0.5734	0.78626	0.70575	0.50957	0.81581	0.30858	1	0.4882	0.36257	0.99128	0.53003	0.74702	0.95265	0.35194	0.87322	0.4537	0.27405	0.22604	0.32678	0.85173	0.74076	0.83944	0.67578	0.29181	0.83881	0.93426	0.82391	0.67671	0.60898	0.92969	0.8892	0.91348	0.30877	0.60451	0.93092	0.14198	0.45617	0.73312	0.62467	0.17431	1	0.49714	0.64685	1	0.15413	0.81534
GSM2070509_OCio-14-PAO1-2-d94-Pae_G1a-b1.CEL	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.95965	0.84608	1	0.47997	0.5265	0.28339	1	0.84476	1	0.23918	0.26328	0.41288	0.69554	0.39822	0.99411	0.39305	0.40128	0.3026	0.34779	0.1838	0.67231	0.4103	0.39759	0.30477	0.33976	0.18474	0.94664	0.26333	0.54933	0.6337	0.52858	0.23714	0.85343	0.33668	0.38093	0.90943	0.89198	1	0.44299	0.88822	0.26648	0.4877	0.40295	0.90837	0.77834	0.46361	0.73335	0.54771	0.79264	0.25989	1	0.21597	0.89965	1	0.83549	0.48952	0.41172	0.7868	0.36777	1	0.43377	0.92618	0.28953	0.3637	0.96913	0.20972	0.66841	0.94507	0.36762	0.85502	0.18051	0.87011	0.24846	0.22228	0.85437	0.97699	0.63029	0.4344	1	0.41887	0.83454	1	0.71761	0.96301	0.84027	0.74732	1	0.36004	0.83977	0.4313	0.45306	0.5065	1	0.46035	0.56561	1	0.28286	0.65159	1	0.37158	0.67475
Pae_Fe02_14.CEL	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.96092	0.27455	0.57336	0.67751	0.68726	0.59308	0.31161	0.68811	0.30045	0.59401	0.31556	0.15992	0.67426	0.10072	0.5474	0.24546	0.34965	0.77636	0.84567	0.46808	0.33692	1	0.29959	0.3464	0.91005	0.47295	0.30838	0.30441	0.49281	0.38093	0.63851	0.54521	0.58345	0.59978	0.374	0	0.8275	0.50784	0.75777	0.96291	0	0.66456	1	0.75314	0.32324	0.6636	0.49503	0.25624	0.23185	0.33356	0.3521	0.36143	0.31715	0.63561	0.82889	0.4483	0.44636	0	0.95832	0.50515	0.76517	0.41178	0.41435	0.36268	0.54921	1	0.74604	0.7144	0.80566	0.79649	0.25057	0.7907	1	0.56433	0	0.56649	0.75285	1	0.97367	1	0.38526	0.4753	0.72657	0	0.39342	0.68405	0.3379	0.91863	1	0.83453	0.7164	0.6015	0.39136	0.21316	0.46814	0.55855	0.46297	0.27178	0.50077	0.69336	0.79937
GSM546247.CEL	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.96101	0.53368	1	0.082025	1	0.62833	1	1	1	0.35556	0.24929	0.3798	0.59173	0.36558	0.18332	1	0.19356	0.47137	0.3738	0.0746	0.69307	0.86533	0.27493	0.49304	1	0.49625	0.33563	0.24454	1	0.31331	0.26747	0.57915	1	0.24795	1	1	0.86148	0.95219	0.35146	0.34987	0.428	0.32574	0.97355	0.95418	0.19783	0.20545	0.91958	0.49442	0.2944	0.22022	0.97658	0.14569	0.48784	0.89835	0.76073	0.6448	0.43826	0.48726	0.45454	1	0.19996	1	1	0.13675	1	0.52869	1	1	0.3249	0.77324	0.40377	0.86345	0.20354	0.087628	0.71604	1	0.84776	0.20414	0.50206	0.30791	0.66923	0.96401	1	0.77506	1	0.78545	0.82479	0.21919	0.81847	0.51717	0.23689	0.64338	0.95681	0.29182	0.2179	1	0.28107	0.4666	0.90971	0.17374	1
GSM864520.CEL	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.9629	0.68402	0.89383	1	0.21586	1	0.84043	0.7162	0.68605	0.46276	0.21453	0.42579	0.76197	0.79046	0.82344	0.22983	0.43988	0.26358	0.45743	0.15927	0.40731	0.82617	0.72406	1	0.37471	1	0.69935	0.28819	0.70104	0.42883	0.43497	0.21846	0.71205	0.17738	0.54518	0.67242	0.55983	1	0.54315	0.58541	0.37987	0.60856	0.53367	0.96576	1	0.17817	0.57487	0.8759	0.66308	0.24324	0.75688	1	0.4337	0.61714	0.40838	0.30363	0.35807	1	0.47272	0.65038	0.41222	0.58737	0.28353	0.72491	0.86185	0.56024	0.90374	0.78804	0.31177	0.77509	0.2888	0.31156	0.2392	0.85809	0.96795	0.50851	0.58762	0.40105	0.4634	0.29098	0.43335	1	0.77104	0.79606	1	0.90892	0.7454	0.17401	0.17219	0.73281	0.33419	0.37395	0.99479	0.79173	0.31682	0.76754	0.29443	0.268	0.80928	0.38248	0.56677
GSM307122.CEL	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.96342	0.57636	0.77465	0.64441	0.6452	0.47097	0.87963	0.97916	0.8853	0.60534	0.64395	0.6465	0.75518	0.46293	0.72717	0.52939	0.36051	0.2551	0.41233	0.33932	0.50803	0.70402	0.58917	0.6924	0.35279	0.5266	0.45316	0.36738	0.82885	0.42314	0.70312	0.66908	0.87853	0.62859	0.49979	0.83721	0.59818	0.73296	0.39213	0.20847	0.46239	0.33856	0.60941	0.66391	1	0.2575	0.73824	0.84089	0.33329	0.45921	0.8049	0.45042	0.78502	0.83683	0.53191	0.57579	0.5526	0.58164	0.23382	0.75984	0.43876	1	0.63881	0.81009	0.85003	0.38483	0.6809	0.73892	0.65762	0.6738	0.29421	0.60258	0.30599	0.62479	1	0.80664	0.49586	0.40192	0.5694	0.77199	0.46978	0.74572	0.89946	0.20297	1	0.48101	0.9012	0.479	0.37363	0.42466	0.2993	0.76188	0.74979	0.51333	0.46893	0.74305	0.21384	0.2711	0.87981	0.32741	0.84149
GSM854798.CEL	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.96429	0.66903	0.6241	0.40467	0.37772	0.42922	0.69528	0.31037	0.60385	0.60354	0.35275	0.88337	0.64512	0.78517	0.47459	0.31922	0.36166	0.29222	0.51129	0.28706	0.2547	0.10074	0.43787	1	0.36775	0.7345	0.49381	0.29278	0.97555	0.31596	0.60711	0.31241	1	0.59231	0.78002	0.45506	0.79495	0.92559	1	0.357	0.43406	0.55819	0.32975	0.89904	1	0.26813	0.73269	0.7064	0.73642	0.35323	1	0.81461	0.46082	0.90765	0.56911	0.3025	0.66028	0.8233	0.99168	0.54078	0.57589	0.83061	0.58236	0.3299	0.6715	0.49971	0.86375	0.51882	0.38487	0.54533	0.67756	0.52311	0.25551	0.13431	0.70237	0.32374	0.52102	1	0.26535	0.66962	0.14837	0.7383	0.64854	0.1063	0.89744	1	0.29641	0.35368	0.52309	0.27558	0.71323	0.17529	0.53875	0.43282	0.42036	0.93743	0.21103	0.31933	0.95679	0.26805	0.95219
GSM254432.CEL	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	0.96564	1	0.97417	0.48088	0.34055	0.61342	1	1	1	0.36881	0.23685	0.37472	0.86225	0.80932	1	0.37569	0.62825	0.38313	0.27795	0.12024	0.79335	0.70597	0.44547	0.94162	0.27558	1	0.4511	0.10221	0.95411	0.78561	0.93021	0.24215	0.89706	0.15527	0.50891	1	0.54818	0.99877	0.15573	0.30988	0.29275	0.53	0.50282	0.6619	1	0.17183	0.73539	0.54819	0.54872	0.14783	0.877	1	0.47525	0.76804	0.62668	0.57395	0.2561	0.80572	0.296	0.8979	0.38503	0.8433	0.3053	0.85569	1	0.39792	0.77807	0.9719	0.33034	0.88865	0.22612	0.76488	0.24309	0.65351	0.4562	0.86061	0.74067	0.22457	0.66201	0.23606	0.65762	0.86197	0.76129	0.63126	1	0.9005	1	0.16686	0.97817	0.76731	0.23955	0.77723	0.9115	0.3838	0.4683	1	0.30248	0.58946	1	0.44942	0.70162
GSM156175.CEL	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.96699	0.91351	1	0.23956	0.1269	0.65512	0.81868	0.10274	0.82788	0.34138	1	0.27751	0.84025	0.69625	0.77767	0.37974	0.40073	0.5754	0.22315	0.11662	0.21689	0.53969	0.72321	0.20458	0.33646	0.063917	0.40147	1	0.36554	0.48905	0.29126	0.24131	0.84602	0.87532	0.41626	0.71838	0.28375	0.69949	0.35646	0.32114	0.32348	0.62268	0.29818	0.45097	1	0.17538	0.65269	0.76383	0.25735	0.32439	0.6353	0.18193	0.16816	0.61525	0.24565	0.26485	0.077625	0.90348	0.24842	0.92254	0.27933	0.53001	0.3965	0.13665	0.79782	0.18949	0.51265	0.644	1	0.62976	0.15147	0.99345	0.14686	0.63142	0.49459	0.76127	0.42683	0.14555	0.53179	0.27449	0.61188	0.4135	0.66976	0.84749	1	0.67408	1	0.14855	0.77055	0.78575	0.25393	0.59023	0.42369	0.22539	0.38658	0.63623	0.17579	0.62866	0.87928	0.38297	0.42738
