	1	2	medium
GSM1237734_M9_H103_2_51059600653056031211409890238138.CEL	-1.19849073179286	4.974429478662284	M9 + 0.2% glucose
GSM1237735_M9_H103_3_51059600653061050411410396750551.CEL	-1.3350310748570309	4.700301139013196	M9 + 0.2% glucose
GSM1237736_M9_H103_4_51059600653061050411410396750502.CEL	-3.059433712607292	4.528563608369818	M9 + 0.2% glucose
GSM1237737_M9_PAOSX_1_51059600653060050411410396750419.CEL	-3.452316468098614	3.168029193139138	M9 + 0.2% glucose
GSM1237738_M9_PAOSX_3_51059600653060050411410396750359.CEL	-3.5596969388611446	3.399495104572511	M9 + 0.2% glucose
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	-3.019271703495902	3.2143564656727124	M9 + 0.2% glucose
GSM1244967_PAO1-22-replicate-01.CEL	5.688551317366868	3.6788026055549605	LB 
GSM1244968_PAO1-22-replicate-02.CEL	5.971404204060557	3.367378384259704	LB 
GSM1244969_PAO1-22-replicate-03.CEL	5.478220168284819	3.8713651249876766	LB 
GSM1244970_PAO1-37-replicate-01.CEL	3.8247006225613585	2.672169476002456	LB 
GSM1244971_PAO1-37-replicate-02.CEL	3.5567013437046118	2.935851143732765	LB 
GSM1244972_PAO1-37-replicate-03.CEL	4.218627590389178	2.430909430071517	LB 
GSM1246481_PA14bvlR_pME6032_rep1.CEL	-5.61436056850966	-2.854942100730753	LB
GSM1246482_PA14bvlR_pME6032_rep2.CEL	-5.018109105205976	-2.1043281952798405	LB
GSM1246483_PA14bvlR_pME6032_rep3.CEL	-4.9083714441764945	-1.9992080176049332	LB
GSM1246484_PA14bvlR_pMEbvlR_rep1.CEL	-5.5711563278271745	-1.2157426339129351	LB
GSM1246485_PA14bvlR_pMEbvlR_rep2.CEL	-6.031748943942257	-1.9782014358511226	LB
GSM1246486_PA14bvlR_pMEbvlR_rep3.CEL	-6.147476722108718	-1.2433174246000338	LB
GSM1267086_HZI1981_G1a.CEL	-0.9415960144481951	3.8461540686669573	Medium C
GSM1267087_HZI1950_Pae_G1a.CEL	-1.5792553751361091	6.143911864870324	Medium C
GSM1267088_HZI1951_Pae_G1a.CEL	-1.569582909828523	3.447841090703292	Medium C
GSM1267089_HZI1952_Pae_G1a.CEL	-1.8346907815794595	4.425944026434264	Medium C
GSM1267090_HZI1953a_Pae_G1a.CEL	-1.6207388851192936	4.384669911247343	Medium C
GSM1267091_HZI1954_Pae_G1a.CEL	-0.18854061579086712	6.179460222876694	Medium C
GSM1267092_HZI1955_Pae_G1a.CEL	-5.29311405060242	2.2400133085504437	Medium C
GSM1267093_HZI1956_Pae_G1a.CEL	-0.07783944260023418	5.963132275289304	Medium C
GSM1267094_HZI1958_Pae_G1a.CEL	0.9536430572278055	3.399134687127693	Medium C
GSM1267095_HZI1959_Pae_G1a.CEL	2.8873197569729925	2.4781213857924116	Medium C
GSM1267096_HZI1960a_Pae_G1a.CEL	-1.408636342687431	4.364755872692071	Medium C
GSM1267097_HZI1961_Pae_G1a.CEL	-1.263714891702895	2.612631975771229	Medium C
GSM1267098_HZI1962_Pae_G1a.CEL	-2.975167832008855	2.046140893164587	Medium C
GSM1267099_HZI1963_Pae_G1a.CEL	-2.6098924282415985	0.9266230527318486	Medium C
GSM1267100_HZI1966_Pae_G1a.CEL	-2.4365849604169045	5.019977630943216	Medium C
GSM1267101_HZI1967_Pae_G1a.CEL	0.8874371248743083	1.1785064454348078	Medium C
GSM1267102_HZI1968_Pae_G1a.CEL	-3.5138586026650693	3.5351685016678256	Medium C
GSM1267103_HZI1969_Pae_G1a.CEL	-3.6664725711511377	3.8663541863862965	Medium C
GSM1267104_HZI1970_Pae_G1a.CEL	-3.76286971306143	3.7632364715254694	Medium C
GSM1267105_HZI1971_Pae_G1a.CEL	-3.3047100793930406	3.758219886601389	Medium C
GSM1267106_HZI1972_Pae_G1a.CEL	-3.2105346209611074	3.69564083762198	Medium C
GSM1267107_HZI1973_Pae_G1a.CEL	-3.1462845214884148	3.78133988479229	Medium C
GSM1267108_HZI1974_G1a.CEL	-2.4344894182197416	4.0422215374285795	Medium C
GSM1267109_HZI1975_G1a.CEL	-2.135557479140483	3.21960880696564	Medium C
GSM1267110_HZI1976_G1a.CEL	-0.007584457627124647	1.8767474505292288	Medium C
GSM1267111_HZI1977_G1a.CEL	-0.43411226671019915	2.2820309904091425	Medium C
GSM1267112_HZI1978_G1a.CEL	-2.514039965075266	3.3673049892714815	Medium C
GSM1267113_HZI1979_G1a.CEL	-2.6466357733326866	3.411721115170822	Medium C
GSM1306125_Nomura_PAO1_NS-1_Pae_G1a_.CEL	0.9385517874818148	-5.282394622977668	Nutrient broth
GSM1306126_Nomura_PAO1_NS-2_Pae_G1a_.CEL	0.20739453324091278	-5.208910321588755	Nutrient broth
GSM1306127_Nomura_PAO1_NS-3_Pae_G1a_.CEL	-1.7016109737347496	-4.956494825639346	Nutrient broth
GSM1306128_Nomura_PAO1_KG-1_Pae_G1a_.CEL	1.1884795803176451	-5.7680089773581456	Nutrient broth
GSM1306129_Nomura_PAO1_KG-2_Pae_G1a_.CEL	-2.5958335883461805	-5.3214822119719045	Nutrient broth
GSM1306130_Nomura_PAO1_KG-3_Pae_G1a_.CEL	-1.4419425945278386	-5.146848521953422	Nutrient broth
GSM1310895_PA14_wild-type.CEL	-4.909804759447467	-0.7374601590455396	LB
GSM1310896_PA14_lasR_rhlR.CEL	-3.961577082848919	-2.639424778380578	LB
GSM1310897_PA14_wild-type_+H2O2.CEL	-2.761831518918157	1.3380205962074718	LB
GSM1310898_PA14_lasR_rhlR_+H2O2.CEL	0.2085352634808751	-0.9593215897116223	LB
GSM1419138_PAO.CEL	0.9390478585804305	2.551587684357823	LB
GSM1419139_PAO2.CEL	6.281916558599379	-1.6461124166737096	LB
GSM1419140_PAO3.CEL	9.015751608099242	-3.6196289678784415	LB
GSM1419141_BC.CEL	8.176590112331846	-2.117838461001043	LB
GSM1419142_BC2.CEL	7.78481205658964	-2.4912294045110976	LB
GSM1419143_BC3.CEL	5.494514865103702	-0.14810637670428684	LB
GSM1419144_PAO_FOX.CEL	5.160733412375064	-1.0092782885968459	LB
GSM1419145_PAO2_FOX.CEL	1.2719472668600909	2.0434090365934012	LB
GSM1419146_PAO3_FOX.CEL	6.800995508838219	-1.6811282342789644	LB
GSM1419147_BC_FOX.CEL	4.878577489279887	0.5781179932727383	LB
GSM1419148_BC2_FOX.CEL	5.6946958213940535	-0.44390509838921804	LB
GSM1419149_BC3_FOX.CEL	6.6428942939301905	-1.2812056337339897	LB
GSM1419150_PAO_CAZ.CEL	2.445280307771721	0.2519628113714843	LB
GSM1419151_PAO2_CAZ.CEL	4.91436437783257	-1.1804544106383716	LB
GSM1419152_PAO3_CAZ.CEL	6.423568803665294	-2.107792764516072	LB
GSM1419153_BC_CAZ.CEL	4.735335789424733	-0.6956826990549579	LB
GSM1419154_BC2_CAZ.CEL	6.691852759751008	-2.073168113185246	LB
GSM1419155_BC3_CAZ.CEL	6.15087826035606	-1.4755351628812672	LB
GSM1420990_PAO1_control1.CEL	-8.10973650463064	-5.072486722188652	LB
GSM1420991_PAO1_control2.CEL	-7.976427694307796	-4.1039893309164075	LB
GSM1420992_PAO1_NO1.CEL	-8.175017787299312	-4.920024872885958	LB
GSM1420993_PAO1_NO2.CEL	-7.866535731934446	-4.0474459052747465	LB
GSM1420994_anr_control1.CEL	-8.66665092881329	-4.431554497770053	LB
GSM1420995_anr_control2.CEL	-8.871881675184815	-4.56664301995812	LB
GSM1420996_anr_NO1.CEL	-8.152539559162218	-3.8212717302731294	LB
GSM1420997_anr_NO2.CEL	-8.129393324042974	-4.029256455958931	LB
GSM1420998_dnr_control1.CEL	-8.28533869105703	-4.754561696722479	LB
GSM1420999_dnr_control2.CEL	-7.924149154569469	-4.019287219144382	LB
GSM1421000_dnr_NO1.CEL	-8.51434564175612	-4.752368298242276	LB
GSM1421001_dnr_NO2.CEL	-8.149139964810788	-4.14246931587401	LB
GSM1421002_EXdnr_control1.CEL	-8.536302152001612	-4.674208852828391	LB
GSM1421003_EXdnr_control2.CEL	-8.052187256914914	-4.832935028301533	LB
GSM1421004_EXdnr_NO1.CEL	-7.9122819349691085	-3.993114354845993	LB
GSM1421005_EXdnr_NO2.CEL	-8.121880893510397	-4.2100393964943725	LB
GSM1421006_fhpR_control1.CEL	-8.646284421999916	-3.943646158527271	LB
GSM1421007_fhpR_control2.CEL	-8.271539210407068	-4.275249276678728	LB
GSM1421008_fhpR_NO1.CEL	-8.218627544697407	-3.9083779723892054	LB
GSM1421009_fhpR_NO2.CEL	-8.241207713685723	-4.200421170968891	LB
GSM1517347_MK-1.CEL	-2.163039120860032	4.294543244186926	TY
GSM1517348_MK-2.CEL	-2.298371785468068	6.448179302164388	TY
GSM1517349_MK-3.CEL	-2.0027910150926234	7.584367256311048	TY
GSM1517350_MK-4.CEL	1.443437060547053	6.659147708833357	TY
GSM1517351_MK-5.CEL	-2.325909369543139	6.336944339134629	TY
GSM1517352_MK-6.CEL	-2.611452994991562	6.191867457893791	TY
GSM155231.CEL	-5.263886144037848	-0.11660974364303833	SCFM + 100 mM nitrate
GSM155239.CEL	-4.56685240828483	-1.5457757591631442	SCFM + 100 mM nitrate
GSM155240.CEL	-7.648793598656558	-1.9202785207995954	SCFM 
GSM155241.CEL	-7.3351196022730925	-0.6701291322261027	SCFM 
GSM155242.CEL	-8.905558710744158	-2.98484593142139	SCFM 
GSM155243.CEL	-7.551861127553621	-1.1065485936002828	SCFM 
GSM155244.CEL	-8.744231177444423	-4.56578428282651	SCFM 
GSM155245.CEL	-9.446092624954193	-4.586021267090484	SCFM 
GSM1553187_Persisters_C1.CEL	10.62060750380055	0.5712844176665751	PBS
GSM1553188_Persisters_T1.CEL	9.81458875748499	2.862949427388982	PBS
GSM1553189_Persisters_C2.CEL	10.299081494506277	-0.19000055439533545	PBS
GSM1553190_Persisters_T2.CEL	10.605308389792885	0.7136856952953287	PBS
GSM1553191_Normal_C1.CEL	9.597203575311632	1.6481555279270463	PBS
GSM1553192_Normal_T1.CEL	10.59229062661774	-0.34892759027051984	PBS
GSM1553193_Normal_C2.CEL	10.658559863825854	-0.21137631937289644	PBS
GSM1553194_Normal_T2.CEL	10.799426859889953	0.4134890507425767	PBS
GSM156153.CEL	-2.942454896816524	0.5311814466526553	ABT + 0.5% glucose + trace elements
GSM156154.CEL	7.384258580269611	-0.11984798360534997	ABT + 0.5% glucose + trace elements
GSM156155.CEL	-2.2448713744079085	-0.41024068425139115	ABT + 0.5% glucose + trace elements
GSM156156.CEL	-1.0186515865696377	-1.1599196458081273	ABT + 0.5% glucose + trace elements
GSM156157.CEL	-3.1290059327454727	-1.1661238332885158	ABT + 0.5% glucose + trace elements
GSM156158.CEL	-4.581834366894473	-1.195584269622502	ABT + 0.5% glucose + trace elements
GSM156172.CEL	-2.0345080851329436	-3.7355667654010194	ABT + 0.5% glucose + trace elements
GSM156173.CEL	-3.1064475230415196	-2.2354693986943834	ABT + 0.5% glucose + trace elements
GSM156174.CEL	0.9219692096655647	4.1215838706397845	ABT + 0.5% glucose + trace elements
GSM156175.CEL	1.2512577777408775	4.575524918433173	ABT + 0.5% glucose + trace elements
GSM1608059_Planktonic_1.CEL	-6.934690560036829	-2.831090381735508	PBM + 0.1% glucose
GSM1608059_Planktonic_1.CEL	-6.934690560036829	-2.831090381735508	PBM + 0.1% glucose
GSM1608060_Planktonic_2.CEL	-8.06307704280819	-4.309080929872912	PBM + 0.1% glucose
GSM1608060_Planktonic_2.CEL	-8.06307704280819	-4.309080929872912	PBM + 0.1% glucose
GSM1608061_Planktonic_3.CEL	-8.398056170790785	-3.0152937223258305	PBM + 0.1% glucose
GSM1608061_Planktonic_3.CEL	-8.398056170790785	-3.0152937223258305	PBM + 0.1% glucose
GSM1608062_Planktonic_4.CEL	-7.644659568039082	-3.9829972912936777	PBM + 0.1% glucose
GSM1608062_Planktonic_4.CEL	-7.644659568039082	-3.9829972912936777	PBM + 0.1% glucose
GSM1608067_Biofilm+12hrcipro_rep1.CEL	5.035639245805634	-3.2946737454276795	PBM + 0.02% glucose
GSM1608067_Biofilm+12hrcipro_rep1.CEL	5.035639245805634	-3.2946737454276795	PBM + 0.02% glucose
GSM1608068_Biofilm+12hrcipro_rep2.CEL	1.412774539850704	0.9156765127205022	PBM + 0.02% glucose
GSM1608068_Biofilm+12hrcipro_rep2.CEL	1.412774539850704	0.9156765127205022	PBM + 0.02% glucose
GSM1608069_Biofilm+12hrcipro_rep3.CEL	5.24382975550095	-2.4198213961195214	PBM + 0.02% glucose
GSM1608069_Biofilm+12hrcipro_rep3.CEL	5.24382975550095	-2.4198213961195214	PBM + 0.02% glucose
GSM1608070_Biofilm+12hrtobra_rep1.CEL	2.6514745176787446	-3.1891325045837013	PBM + 0.02% glucose
GSM1608070_Biofilm+12hrtobra_rep1.CEL	2.6514745176787446	-3.1891325045837013	PBM + 0.02% glucose
GSM1608071_Biofilm+12hrtobra_rep2.CEL	2.110145221134132	-1.8956086470550704	PBM + 0.02% glucose
GSM1608071_Biofilm+12hrtobra_rep2.CEL	2.110145221134132	-1.8956086470550704	PBM + 0.02% glucose
GSM1608072_Biofilm+12hrtobra_rep3.CEL	3.7836396407079658	-2.4120001701202547	PBM + 0.02% glucose
GSM1608072_Biofilm+12hrtobra_rep3.CEL	3.7836396407079658	-2.4120001701202547	PBM + 0.02% glucose
GSM175247.CEL	4.861113433638959	4.429793781018774	Synthetic wastewater
GSM175248.CEL	7.416400738422514	1.191650375384215	Synthetic wastewater
GSM177216.CEL	-3.3261779750122678	5.623541267792155	LB
GSM177218.CEL	-0.3516641802931232	4.93096210757991	LB
GSM187265.CEL	0.26696529965592103	1.237102446431326	M9 + citrate
GSM187266.CEL	-2.295509102522418	-1.5001646642411273	M9 + citrate
GSM187267.CEL	-1.9410755391228842	1.871786324916612	M9 + citrate
GSM187270.CEL	2.330148816742781	-0.33809123399819113	M9 + citrate
GSM187281.CEL	-0.367101887471168	-0.36141231655549677	M9 + citrate
GSM187282.CEL	2.303905749780433	-1.8160547253307282	M9 + citrate
GSM187283.CEL	1.9297851125801948	-2.8777498854981203	CF sputum
GSM187284.CEL	3.9920088205633637	-4.014520465193773	CF sputum
GSM197237.CEL	-2.8174573883235534	4.385775609108217	LB
GSM197238.CEL	6.131905198811881	-1.8941467199675148	LB
GSM198186.CEL	-2.236271273976198	2.0343183216132084	M9 + palmitate
GSM198187.CEL	-2.3913569970577586	1.619513085378473	M9 + palmitate
GSM198188.CEL	0.05624282677140445	-0.5345657075221008	M9 + palmitate
GSM198189.CEL	0.11274731766354316	2.4208673694428193	M9 + phosphatidylcholine
GSM198190.CEL	-3.843006304349026	0.3497861350656743	M9 + phosphatidylcholine
GSM198191.CEL	-3.1437696155982886	0.9782291708812209	M9 + phosphatidylcholine
GSM199982.CEL	-0.2850443467625559	6.951897418334059	LB
GSM199983.CEL	-0.1552321614756737	6.72610203321575	LB
GSM199984.CEL	0.28925754596512987	4.134707273098814	LB
GSM199985.CEL	-0.17618899445784816	4.60822781110117	LB
GSM199986.CEL	0.07691993161993647	4.359284403446874	LB
GSM208602.CEL	-3.526609932210645	1.983157083616681	MM K + succinate + amino acids
GSM208603.CEL	-5.219118876529252	0.18396863498454993	MM K + succinate + amino acids
GSM208604.CEL	-2.4204764025927763	0.7166379927384496	MM K + succinate + amino acids
GSM208605.CEL	-6.294996318209118	-3.5603658850347295	MM K + succinate + amino acids
GSM208606.CEL	-1.1566455041864858	-1.618363098911132	MM K + succinate + amino acids
GSM208607.CEL	0.2804725588197569	-0.9345106200364331	MM K + succinate + amino acids
GSM208608.CEL	-4.20709598233172	-1.7621308369351496	MM K + succinate + amino acids
GSM208609.CEL	-1.525123054531118	-1.8339918482635422	MM K + succinate + amino acids
GSM208610.CEL	-5.907046069938096	-4.328041712511414	MM K + succinate + amino acids
GSM208611.CEL	-4.309067730434449	-1.4298098358743327	MM K + succinate + amino acids
GSM208612.CEL	-4.69873809171673	-2.7093327850967026	MM K + succinate + amino acids
GSM208613.CEL	-2.5077460922109656	-0.8176591607440532	MM K + succinate + amino acids
GSM208614.CEL	-3.629577942606634	-0.592300336272507	MM K + succinate + amino acids
GSM208615.CEL	-0.749869560944905	-1.278142997147173	MM K + succinate + amino acids
GSM208616.CEL	-4.040467480747076	-0.9779916907038565	MM K + succinate + amino acids
GSM208617.CEL	-5.472948129598243	-1.078700087884071	MM K + succinate + amino acids
GSM208618.CEL	-3.837863027254245	1.2873534201253853	MM K + succinate + amino acids
GSM208619.CEL	-2.146108274043505	-0.32100249309122425	MM K + succinate + amino acids
GSM208620.CEL	-2.1657581524771903	-0.18490105895797265	MM K + succinate + amino acids
GSM208621.CEL	-6.254721514493349	0.18203023753315753	MM K + succinate + amino acids
