	1	2	medium
DC3.CEL	-0.009764778915324915	-0.014320104969790127	Minimal medium J + 1.8 mM glutamate
FT1_anaerobic_Pae_G1a.CEL	0.0013518599751461693	-0.01236189312652979	MH + 100 mM nitrate
FT1aerobic_Pae_G1a.CEL	-0.015035413474023257	0.0030431316595720226	MH + 100 mM nitrate
FT2_aerobic_wdh_Pae_G1a.CEL	-0.0255701907025309	0.004291042935498361	MH + 100 mM nitrate
FT2_anaerobic_Pae_G1a.CEL	0.0021109662630760346	-0.013708636937979359	MH + 100 mM nitrate
FT3_anaerobic_Pae_G1a.CEL	0.004879135026364321	-0.012510118600491825	MH + 100 mM nitrate
FT3aerobic_Pae_G1a.CEL	-0.02356000094140877	0.0031244451050304782	MH + 100 mM nitrate
Fos3_aerobic_wdh_Pae_G1a.CEL	-0.03317291053919473	-0.010648902412310748	MH + 100 mM nitrate
GPphhRminus_11-30-09_12-3-09_s1.CEL	0.04869734102721376	-0.03247475883612225	SCFM + lactate + glucose
GPphhRminus_11-4-09_s2.CEL	0.04607369890663852	-0.02979380116740425	SCFM + lactate + glucose
GSM1027584_062508WT.CEL	0.0036051879361364615	0.027639501889888306	MOPS + pyruvate + lung surfactant
GSM1027585_071008WT.CEL	0.013054616930585065	0.02641702865893477	MOPS + pyruvate + lung surfactant
GSM1027586_062508plcHR.CEL	-0.0043108817390845305	0.040092283307547244	MOPS + pyruvate + lung surfactant
GSM1027587_071008plcHR.CEL	-0.0069742001091095684	0.05497846165361935	MOPS + pyruvate + lung surfactant
GSM1027588_062508gbdR.CEL	6.925369375377689e-06	0.037858999466858015	MOPS + pyruvate + lung surfactant
GSM1027589_071008gbdR.CEL	0.0024336807860831844	0.04452437136627168	MOPS + pyruvate + lung surfactant
GSM1067456_PAO1_CK_1.CEL	0.011442708150162184	0.037674039068296514	LB + 7.5 mM nitriloacetic acid
GSM1067457_PAO1_PAA_1.CEL	0.013405076685736952	0.032600645305909705	LB + 7.5 mM nitriloacetic acid
GSM1067458_PAO1_CK_2.CEL	0.0035520206258579973	0.040255080616931824	LB + 7.5 mM nitriloacetic acid
GSM1067459_PAO1_PAA_2.CEL	0.005929640322194313	0.0371689950137621	LB + 7.5 mM nitriloacetic acid
GSM1112046_PGAS_25_1A.CEL	-0.05234450961976026	0.0017664608466661375	PPGAS 
GSM1112047_PGAS_25_2A.CEL	-0.05278820239072953	-0.02963554837416717	PPGAS 
GSM1112048_PGAS_25_4A.CEL	-0.05126702751122871	-0.005099219854133742	PPGAS 
GSM1112049_PGAS_37_1B.CEL	-0.047694810224232886	0.0016064670019709177	PPGAS 
GSM1112050_PGAS_37_2B.CEL	-0.045896918280025845	0.01112716778995749	PPGAS 
GSM1112051_PGAS_37_3A.CEL	-0.042266243466596104	0.020950270521540377	PPGAS 
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	0.0364766507677865	0.005113146349656089	Pyruvate minimal media + 10 mM L-glutamate
GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	0.03162047949975563	0.004981712066257934	Pyruvate minimal media + 10 mM L-arginine
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	0.0318640180731837	0.012590266503768054	Pyruvate minimal media + 10 mM D-glucose
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	0.042733667488311616	-0.010020726376192134	Pyruvate minimal media + 10 mM L-glutamate
GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	0.04507083871485869	-0.012826639184176612	Pyruvate minimal media + 10 mM L-arginine
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	0.025426036627132925	0.01972965002857407	Pyruvate minimal media + 10 mM D-glucose
GSM1141729_PA01_none_PC_.CEL	-0.017797416922666478	0.03156890641601432	LB
GSM1141730_PA01_ZnO_PZO_.CEL	-0.01959514899989031	0.023883690638525433	LB
GSM1143375_A1_Pae_G1a_.CEL	0.020219174227039415	0.025270611986126366	LB
GSM1143376_A2_Pae_G1a_.CEL	0.016612714679477687	0.02786004455998728	LB
GSM1143377_A3_Pae_G1a_.CEL	0.01732077900511658	0.031768358885517184	LB
GSM1143378_B1_Pae_G1a_.CEL	0.010148029606571438	0.031050223232385397	LB
GSM1143379_B2_Pae_G1a_.CEL	0.011056496760342118	0.038143186137819154	LB
GSM1143380_B3_Pae_G1a_.CEL	0.010917889100467596	0.030638216619246223	LB
GSM1143381_WT1_Pae_G1a_.CEL	0.03999701633130286	0.006126734323762507	LB
GSM1143382_WT2_Pae_G1a_.CEL	0.032249703354761024	0.009119999355426043	LB
GSM1143383_WT3_Pae_G1a_.CEL	0.03161058605238605	0.007277059703501781	LB
GSM1146022_pJN105_1.CEL	0.03584774855533064	-0.03411517437777723	MOPS + 0.5% CAA + 0.5% glucose
GSM1146023_pJN105_2.CEL	0.013303403298079884	-0.04084901137134838	MOPS + 0.5% CAA + 0.5% glucose
GSM1146024_phaF_1.CEL	0.019249426043260184	-0.038785053088124376	MOPS + 0.5% CAA + 0.5% glucose
GSM1146025_phaF_2.CEL	0.034577156711154355	-0.033775709183463586	MOPS + 0.5% CAA + 0.5% glucose
GSM1177842_PAO1-1.CEL	-0.004637611513518111	0.06165001664814528	PIA
GSM1177843_PAO1-2.CEL	-0.0041476233444974414	0.05882094026669116	PIA
GSM1177844_PAO1-3.CEL	-0.0037168087642769116	0.05564220252097826	PIA
GSM1177845_PAO1-AMV-1.CEL	-0.001467681884610639	0.0486307624000266	PIA
GSM1177846_PAO1-AMV-2.CEL	0.0030884418701039897	0.05094958319402055	PIA
GSM1177847_PAO1-AMV-3.CEL	0.0014094105900067302	0.047051410528998305	PIA
GSM1181847_gc_WT1_1.CEL	0.00487441498583498	0.03057765033444973	MMC + glycine
GSM1181848_gc_WT2_3.CEL	0.007817351369750846	0.037825687486086314	MMC + glycine
GSM1181849_gc_Delta1_2.CEL	0.003138608337327274	0.0352825043158323	MMC + glycine
GSM1181850_gc_Delta2_4.CEL	0.009699098874238305	0.02982555582917646	MMC + glycine
GSM1191066_sphR-pyr-1.CEL	-0.009172979862669548	0.010000327499226141	MOPS + 20 mM pyruvate 
GSM1191067_sphR-pyr-2.CEL	-0.009408972844240927	0.009184630092649096	MOPS + 20 mM pyruvate 
GSM1191068_sphR-surf-1.CEL	-0.007002404093903184	0.011130487813370688	MOPS + 20 mM pyruvate 
GSM1191069_sphR-surf-2.CEL	-0.000294906162645122	0.0035560500789934566	MOPS + 20 mM pyruvate 
GSM1191070_WT-pyr-1.CEL	-0.0029924558222614098	0.003520511890633371	MOPS + 20 mM pyruvate 
GSM1191071_WT-pyr-2.CEL	-0.009447038480726014	0.008774513406038324	MOPS + 20 mM pyruvate 
GSM1191072_WT-surf-1.CEL	-0.009215047772264355	0.014707546328921066	MOPS + 20 mM pyruvate 
GSM1191073_WT-surf-2.CEL	0.0011254537919556861	-0.0021894605206776514	MOPS + 20 mM pyruvate 
GSM1206643_WT-PYR-1.CEL	-0.013227498444575216	-0.004453602046073809	MOPS + 20 mM pyruvate
GSM1206644_WT-PYR-2.CEL	-0.014686463851222036	-0.00448400768264386	MOPS + 20 mM pyruvate
GSM1206645_WT-CHO-1.CEL	-0.016996596165943727	-0.0029815974256849342	MOPS + 20 mM pyruvate 
GSM1206646_WT-CHO-2.CEL	-0.02142124275737806	-0.007990487807051139	MOPS + 20 mM pyruvate 
GSM1206647_WT-DTC-1.CEL	-0.017604249698845352	-0.009608670129249772	MOPS + 20 mM pyruvate 
GSM1206648_WT-DTC-2.CEL	-0.020298016649731732	-0.01236239643452125	MOPS + 20 mM pyruvate 
GSM1206649_WT-ETC-1.CEL	-0.01933380559462384	-0.0050893682943667475	MOPS + 20 mM pyruvate 
GSM1206650_WT-ETC-2.CEL	-0.022004671404445328	-0.006417363755298189	MOPS + 20 mM pyruvate 
GSM1206651_WT-PRC-1.CEL	-0.021598468175126843	-0.005677478226724742	MOPS + 20 mM pyruvate 
GSM1206652_WT-PRC-2.CEL	-0.019605299294477792	-0.0032961183561017555	MOPS + 20 mM pyruvate 
GSM1206653_dgcA-CHO-1.CEL	-0.027381005284311793	-0.00574347234671411	MOPS + 20 mM pyruvate 
GSM1206654_dgcA-CHO-2.CEL	-0.02517685096865707	-0.003294607960249538	MOPS + 20 mM pyruvate 
GSM1237734_M9_H103_2_51059600653056031211409890238138.CEL	0.0013785637570095724	0.03596687058502333	M9 + 0.2% glucose
GSM1237735_M9_H103_3_51059600653061050411410396750551.CEL	0.00237422394152056	0.03413642320962028	M9 + 0.2% glucose
GSM1237736_M9_H103_4_51059600653061050411410396750502.CEL	0.011667154866545478	0.03421604868434096	M9 + 0.2% glucose
GSM1237737_M9_PAOSX_1_51059600653060050411410396750419.CEL	0.015102306634610051	0.024918196174663083	M9 + 0.2% glucose
GSM1237738_M9_PAOSX_3_51059600653060050411410396750359.CEL	0.015439474160191903	0.026630398563419238	M9 + 0.2% glucose
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	0.012765406322863807	0.02492075456814853	M9 + 0.2% glucose
GSM1244967_PAO1-22-replicate-01.CEL	-0.0337599718400411	0.021678989932149235	LB 
GSM1244968_PAO1-22-replicate-02.CEL	-0.0349455990277998	0.019271768902852364	LB 
GSM1244969_PAO1-22-replicate-03.CEL	-0.03283942186420926	0.023193959988558485	LB 
GSM1244970_PAO1-37-replicate-01.CEL	-0.022896729599140464	0.015976900420150344	LB 
GSM1244971_PAO1-37-replicate-02.CEL	-0.021742059124322484	0.01803641833497968	LB 
GSM1244972_PAO1-37-replicate-03.CEL	-0.02473988729421946	0.013981223343502209	LB 
GSM1246481_PA14bvlR_pME6032_rep1.CEL	0.03254586061520404	-0.015926239471668224	LB
GSM1246482_PA14bvlR_pME6032_rep2.CEL	0.02864323208343746	-0.01108054625272988	LB
GSM1246483_PA14bvlR_pME6032_rep3.CEL	0.027957908268106256	-0.01042156059580129	LB
GSM1246484_PA14bvlR_pMEbvlR_rep1.CEL	0.03068249826639324	-0.004402113315834996	LB
GSM1246485_PA14bvlR_pMEbvlR_rep2.CEL	0.03387933926884973	-0.009432828820867328	LB
GSM1246486_PA14bvlR_pMEbvlR_rep3.CEL	0.033758587990281745	-0.0041652522125993924	LB
GSM1267086_HZI1981_G1a.CEL	0.0011449186693902554	0.027820225465088083	Medium C
GSM1267087_HZI1950_Pae_G1a.CEL	0.0022263519016549635	0.044496723457547536	Medium C
GSM1267088_HZI1951_Pae_G1a.CEL	0.004864059400540428	0.025482022185415808	Medium C
GSM1267089_HZI1952_Pae_G1a.CEL	0.005290921266233736	0.032576089949748144	Medium C
GSM1267090_HZI1953a_Pae_G1a.CEL	0.004200334078844224	0.03212500225984735	Medium C
GSM1267091_HZI1954_Pae_G1a.CEL	-0.0051656291567042335	0.043706656048746594	Medium C
GSM1267092_HZI1955_Pae_G1a.CEL	0.02576519607919022	0.019753114649738963	Medium C
GSM1267093_HZI1956_Pae_G1a.CEL	-0.005535459886977551	0.042098692229367025	Medium C
GSM1267094_HZI1958_Pae_G1a.CEL	-0.008434588463381038	0.023250485580392267	Medium C
GSM1267095_HZI1959_Pae_G1a.CEL	-0.01774469278440375	0.01531029857182813	Medium C
GSM1267096_HZI1960a_Pae_G1a.CEL	0.003098226391237032	0.031825888781611966	Medium C
GSM1267097_HZI1961_Pae_G1a.CEL	0.004079074550976727	0.019364862408206215	Medium C
GSM1267098_HZI1962_Pae_G1a.CEL	0.013697204383952461	0.01665176136754878	Medium C
GSM1267099_HZI1963_Pae_G1a.CEL	0.012881519088116519	0.008485753407929213	Medium C
GSM1267100_HZI1966_Pae_G1a.CEL	0.007882340980307543	0.03721446606624484	Medium C
GSM1267101_HZI1967_Pae_G1a.CEL	-0.005869676720773528	0.007644464318830998	Medium C
GSM1267102_HZI1968_Pae_G1a.CEL	0.015061689621478596	0.027552604757960147	Medium C
GSM1267103_HZI1969_Pae_G1a.CEL	0.015538677337686725	0.030001686220067172	Medium C
GSM1267104_HZI1970_Pae_G1a.CEL	0.01615143611401281	0.029346834961360146	Medium C
GSM1267105_HZI1971_Pae_G1a.CEL	0.013732891246429985	0.028968622708721026	Medium C
GSM1267106_HZI1972_Pae_G1a.CEL	0.013297138968728969	0.02845696422398191	Medium C
GSM1267107_HZI1973_Pae_G1a.CEL	0.012871802022061545	0.029013068858126594	Medium C
GSM1267108_HZI1974_G1a.CEL	0.008846401654877161	0.030319657682716057	Medium C
GSM1267109_HZI1975_G1a.CEL	0.00808554397592802	0.02429649475884399	Medium C
GSM1267110_HZI1976_G1a.CEL	-0.0018316167544034302	0.013236859301440581	Medium C
GSM1267111_HZI1977_G1a.CEL	2.0405612669807823e-05	0.01641330705244933	Medium C
GSM1267112_HZI1978_G1a.CEL	0.009940318315274638	0.025620983806371154	Medium C
GSM1267113_HZI1979_G1a.CEL	0.010597418923022486	0.026033342802498024	Medium C
GSM1306125_Nomura_PAO1_NS-1_Pae_G1a_.CEL	0.00030359016039968264	-0.03794352934066607	Nutrient broth
GSM1306126_Nomura_PAO1_NS-2_Pae_G1a_.CEL	0.004097938259180252	-0.036878329564812955	Nutrient broth
GSM1306127_Nomura_PAO1_NS-3_Pae_G1a_.CEL	0.013944350884395211	-0.033670259249288625	Nutrient broth
GSM1306128_Nomura_PAO1_KG-1_Pae_G1a_.CEL	-0.0005341466310052174	-0.041554163000235095	Nutrient broth
GSM1306129_Nomura_PAO1_KG-2_Pae_G1a_.CEL	0.019038574137828588	-0.035574287137848465	Nutrient broth
GSM1306130_Nomura_PAO1_KG-3_Pae_G1a_.CEL	0.012760616592017179	-0.03520657661611506	Nutrient broth
GSM1310895_PA14_wild-type.CEL	0.026707111140568583	-0.0015250890481325165	LB
GSM1310896_PA14_lasR_rhlR.CEL	0.023588113979577535	-0.015643622020631735	LB
GSM1310897_PA14_wild-type_+H2O2.CEL	0.01327493915836931	0.011499828516061072	LB
GSM1310898_PA14_lasR_rhlR_+H2O2.CEL	-0.0001463382332523354	-0.00691932513121699	LB
GSM1419138_PAO.CEL	-0.0075120995159379655	0.0172861496328952	LB
GSM1419139_PAO2.CEL	-0.03158802541710764	-0.01630600652752	LB
GSM1419140_PAO3.CEL	-0.044081071173356835	-0.03226517008719143	LB
GSM1419141_BC.CEL	-0.041139900711927586	-0.02104950437617611	LB
GSM1419142_BC2.CEL	-0.03869510035329633	-0.023388762039820158	LB
GSM1419143_BC3.CEL	-0.028916876791363365	-0.005155753904928304	LB
GSM1419144_PAO_FOX.CEL	-0.026292385103862885	-0.010977296553296328	LB
GSM1419145_PAO2_FOX.CEL	-0.008766230904427835	0.013454347026358601	LB
GSM1419146_PAO3_FOX.CEL	-0.034298898801202425	-0.0169413020688302	LB
GSM1419147_BC_FOX.CEL	-0.026383009901819802	0.0004250833729513971	LB
GSM1419148_BC2_FOX.CEL	-0.029680774241008703	-0.007390950132809536	LB
GSM1419149_BC3_FOX.CEL	-0.03386143836164171	-0.014003514828956317	LB
GSM1419150_PAO_CAZ.CEL	-0.013186201611086709	-5.347257312139837e-05	LB
GSM1419151_PAO2_CAZ.CEL	-0.024818436400409243	-0.011999738585713265	LB
GSM1419152_PAO3_CAZ.CEL	-0.0318768821435425	-0.01966688063190187	LB
GSM1419153_BC_CAZ.CEL	-0.024354898082194567	-0.008448099479183955	LB
GSM1419154_BC2_CAZ.CEL	-0.03333056835613329	-0.019623533726878886	LB
GSM1419155_BC3_CAZ.CEL	-0.03106498786923184	-0.015005369812844616	LB
GSM1420990_PAO1_control1.CEL	0.04795738921473043	-0.029692751802099696	LB
GSM1420991_PAO1_control2.CEL	0.04628630800087924	-0.022964542870076397	LB
GSM1420992_PAO1_NO1.CEL	0.04815065589741707	-0.02856903637464253	LB
GSM1420993_PAO1_NO2.CEL	0.045648615035816874	-0.02264814181512236	LB
GSM1420994_anr_control1.CEL	0.050264104058423666	-0.02475739638619228	LB
GSM1420995_anr_control2.CEL	0.05148445041261893	-0.025556202717515065	LB
GSM1420996_anr_NO1.CEL	0.04693593228864197	-0.020839580612987765	LB
GSM1420997_anr_NO2.CEL	0.04702092399629993	-0.022323206108356405	LB
GSM1420998_dnr_control1.CEL	0.048569204029855505	-0.02731995659774568	LB
GSM1420999_dnr_control2.CEL	0.04592529185290952	-0.022406508375561848	LB
GSM1421000_dnr_NO1.CEL	0.04977840509484489	-0.027133125172865452	LB
GSM1421001_dnr_NO2.CEL	0.04723828930909101	-0.023106587184030098	LB
GSM1421002_EXdnr_control1.CEL	0.04981659859108427	-0.02656566531022849	LB
GSM1421003_EXdnr_control2.CEL	0.047414056166283504	-0.028046962026224774	LB
GSM1421004_EXdnr_NO1.CEL	0.04583641430635744	-0.02223086851921503	LB
GSM1421005_EXdnr_NO2.CEL	0.04716148540933604	-0.023603358497165338	LB
GSM1421006_fhpR_control1.CEL	0.04966976485552106	-0.021332853977309395	LB
GSM1421007_fhpR_control2.CEL	0.04801817560730793	-0.023951101118097663	LB
GSM1421008_fhpR_NO1.CEL	0.04737239465581157	-0.021404230998002573	LB
GSM1421009_fhpR_NO2.CEL	0.047783101428136646	-0.02344625611104905	LB
GSM1517347_MK-1.CEL	0.007158850823628864	0.03189541024454392	TY
GSM1517348_MK-2.CEL	0.005726840323151637	0.04717994612592326	TY
GSM1517349_MK-3.CEL	0.003030138747043259	0.054968954768910526	TY
GSM1517350_MK-4.CEL	-0.014276782998110797	0.045867257112440704	TY
GSM1517351_MK-5.CEL	0.005983445145261172	0.04641633928140999	TY
GSM1517352_MK-6.CEL	0.0076385879032185066	0.0456072133474375	TY
GSM155231.CEL	0.02796091913036922	0.0031169051214269576	SCFM + 100 mM nitrate
GSM155239.CEL	0.02569913786343412	-0.0074803983148112275	SCFM + 100 mM nitrate
GSM155240.CEL	0.042375326528350805	-0.007814420505566853	SCFM 
GSM155241.CEL	0.03946925922002744	0.000764483880632502	SCFM 
GSM155242.CEL	0.05008501962718644	-0.014379236093755958	SCFM 
GSM155243.CEL	0.041051021158247186	-0.0021501109313977933	SCFM 
GSM155244.CEL	0.050808355249111245	-0.025645670450770257	SCFM 
GSM155245.CEL	0.054541206920962974	-0.025263132992725444	SCFM 
GSM1553187_Persisters_C1.CEL	-0.05675007483853536	-0.00391990444825503	PBS
GSM1553188_Persisters_T1.CEL	-0.05477198665536704	0.012839623473164799	PBS
GSM1553189_Persisters_C2.CEL	-0.054290031569568194	-0.009046409007945847	PBS
GSM1553190_Persisters_T2.CEL	-0.05681116755140892	-0.002904517802544254	PBS
GSM1553191_Normal_C1.CEL	-0.052410523832810404	0.004437923852044504	PBS
GSM1553192_Normal_T1.CEL	-0.055682530707362024	-0.010386265131735321	PBS
GSM1553193_Normal_C2.CEL	-0.05617026202784505	-0.009466111046477238	PBS
GSM1553194_Normal_T2.CEL	-0.05753860961541678	-0.005166184448780085	PBS
GSM156153.CEL	0.015035076123141543	0.005946723529154616	ABT + 0.5% glucose + trace elements
GSM156154.CEL	-0.03894132396087113	-0.0063706422736433945	ABT + 0.5% glucose + trace elements
GSM156155.CEL	0.012283944698651884	-0.0012123650044437856	ABT + 0.5% glucose + trace elements
GSM156156.CEL	0.006545231013054746	-0.007415239524404045	ABT + 0.5% glucose + trace elements
GSM156157.CEL	0.01771465716055673	-0.005879783533762514	ABT + 0.5% glucose + trace elements
GSM156158.CEL	0.025429132073973546	-0.005000315472832954	ABT + 0.5% glucose + trace elements
GSM156172.CEL	0.01448762402980927	-0.024813533864416468	ABT + 0.5% glucose + trace elements
GSM156173.CEL	0.018661819128940316	-0.013435613887721734	ABT + 0.5% glucose + trace elements
GSM156174.CEL	-0.008987562148794682	0.028367498408212982	ABT + 0.5% glucose + trace elements
GSM156175.CEL	-0.011182143793383349	0.03132139889864145	ABT + 0.5% glucose + trace elements
GSM1608059_Planktonic_1.CEL	0.03950628262688889	-0.01477006736166276	PBM + 0.1% glucose
GSM1608059_Planktonic_1.CEL	0.03950628262688889	-0.01477006736166276	PBM + 0.1% glucose
GSM1608060_Planktonic_2.CEL	0.04694920467732865	-0.024345607920942723	PBM + 0.1% glucose
GSM1608060_Planktonic_2.CEL	0.04694920467732865	-0.024345607920942723	PBM + 0.1% glucose
GSM1608061_Planktonic_3.CEL	0.047430826432557006	-0.014973662279135855	PBM + 0.1% glucose
GSM1608061_Planktonic_3.CEL	0.047430826432557006	-0.014973662279135855	PBM + 0.1% glucose
GSM1608062_Planktonic_4.CEL	0.04441066953854782	-0.022359804060644604	PBM + 0.1% glucose
GSM1608062_Planktonic_4.CEL	0.04441066953854782	-0.022359804060644604	PBM + 0.1% glucose
GSM1608067_Biofilm+12hrcipro_rep1.CEL	-0.023351375186091983	-0.02699586476637944	PBM + 0.02% glucose
GSM1608067_Biofilm+12hrcipro_rep1.CEL	-0.023351375186091983	-0.02699586476637944	PBM + 0.02% glucose
GSM1608068_Biofilm+12hrcipro_rep2.CEL	-0.008386449736791809	0.00539838066301868	PBM + 0.02% glucose
GSM1608068_Biofilm+12hrcipro_rep2.CEL	-0.008386449736791809	0.00539838066301868	PBM + 0.02% glucose
GSM1608069_Biofilm+12hrcipro_rep3.CEL	-0.02532516667946717	-0.020983892786321248	PBM + 0.02% glucose
GSM1608069_Biofilm+12hrcipro_rep3.CEL	-0.02532516667946717	-0.020983892786321248	PBM + 0.02% glucose
GSM1608070_Biofilm+12hrtobra_rep1.CEL	-0.010845008733508759	-0.024467702140085115	PBM + 0.02% glucose
GSM1608070_Biofilm+12hrtobra_rep1.CEL	-0.010845008733508759	-0.024467702140085115	PBM + 0.02% glucose
GSM1608071_Biofilm+12hrtobra_rep2.CEL	-0.009271584442893353	-0.014943198868020625	PBM + 0.02% glucose
GSM1608071_Biofilm+12hrtobra_rep2.CEL	-0.009271584442893353	-0.014943198868020625	PBM + 0.02% glucose
GSM1608072_Biofilm+12hrtobra_rep3.CEL	-0.0176089320420576	-0.019836081063952512	PBM + 0.02% glucose
GSM1608072_Biofilm+12hrtobra_rep3.CEL	-0.0176089320420576	-0.019836081063952512	PBM + 0.02% glucose
GSM175247.CEL	-0.030132021579613793	0.027592701726056545	Synthetic wastewater
GSM175248.CEL	-0.04041934467270047	0.002851449928632326	Synthetic wastewater
GSM177216.CEL	0.011986109987368642	0.04213531617248722	LB
GSM177218.CEL	-0.0030575823193441927	0.03502673562023231	LB
GSM187265.CEL	-0.0026459774537936184	0.00852187084621252	M9 + citrate
GSM187266.CEL	0.013638819387864492	-0.008858503063403368	M9 + citrate
GSM187267.CEL	0.008401008169992483	0.014648728832138866	M9 + citrate
GSM187270.CEL	-0.011988706502565531	-0.004127236576770361	M9 + citrate
GSM187281.CEL	0.002302323234978325	-0.0022732742551895427	M9 + citrate
GSM187282.CEL	-0.010375870180278876	-0.014527329710447909	M9 + citrate
GSM187283.CEL	-0.00733800640820305	-0.021732388742371614	CF sputum
GSM187284.CEL	-0.017112910695034476	-0.03128986938491762	CF sputum
GSM197237.CEL	0.010529568089899785	0.0330283135268202	LB
GSM197238.CEL	-0.03054713143997107	-0.017942408084167083	LB
GSM198186.CEL	0.009800420640326131	0.016015486319499655	M9 + palmitate
GSM198187.CEL	0.011034482398005802	0.013207136520138451	M9 + palmitate
GSM198188.CEL	0.0002356284107603056	-0.0038108094616624063	M9 + palmitate
GSM198189.CEL	-0.003010808260046955	0.016982891480589877	M9 + phosphatidylcholine
GSM198190.CEL	0.019979674683567268	0.005341770622602802	M9 + phosphatidylcholine
GSM198191.CEL	0.01565412522267437	0.009249086505667954	M9 + phosphatidylcholine
GSM199982.CEL	-0.005425524048725233	0.04922460221697755	LB
GSM199983.CEL	-0.005887005016125339	0.04753559142216031	LB
GSM199984.CEL	-0.005653766758687409	0.02893348455023006	LB
GSM199985.CEL	-0.0036639290208431343	0.0326201306951575	LB
GSM199986.CEL	-0.004754532228611996	0.030675661048287076	LB
GSM208602.CEL	0.016677008792658377	0.01662036972856498	MM K + succinate + amino acids
GSM208603.CEL	0.027424335677640386	0.005202502211132447	MM K + succinate + amino acids
GSM208604.CEL	0.012088980796954281	0.006863604605698316	MM K + succinate + amino acids
GSM208605.CEL	0.03684979118141066	-0.020390194506838422	MM K + succinate + amino acids
GSM208606.CEL	0.007732403241341217	-0.010544031953064182	MM K + succinate + amino acids
GSM208607.CEL	-0.0005516131896223686	-0.0067982359914957515	MM K + succinate + amino acids
GSM208608.CEL	0.024011895061821345	-0.009274922858526076	MM K + succinate + amino acids
GSM208609.CEL	0.00989660876418643	-0.011788491716389175	MM K + succinate + amino acids
GSM208610.CEL	0.035563258988582085	-0.026092661744198324	MM K + succinate + amino acids
GSM208611.CEL	0.024219865977137194	-0.006855733118913819	MM K + succinate + amino acids
GSM208612.CEL	0.02755722998220086	-0.015584854865404747	MM K + succinate + amino acids
GSM208613.CEL	0.014080816098998769	-0.0038879803374657724	MM K + succinate + amino acids
